Gene Symbol,pTS
C3orf14,0.19393
SPSB4,0.1843
PARP15,0.21738
AVPI1,0.21738
ADRA2B,0.21726
C18orf21,0.12038
STYK1,0.217
RP13-512J5.1,0.06319
ADCK1,0.09265
C1orf134,0.21679
C15orf61,0.12089
CDK10,0.21667
SELE,0.21664
AKR1E2,0.04938
APOBEC3H,0.21659
GSTK1,0.21659
CCDC153,0.21656
RP11-216L13.17,0.21647
IQUB,0.16015
PMF1,0.21625
FAM161A,0.123
LRRC34,0.21623
MEIOB,0.21623
C3orf65,0.06356
GUCA1B,0.21616
MUSTN1,0.21614
FNDC9,0.12145
METTL24,0.17495
ROMO1,0.2161
TGM5,0.2161
PCYOX1,0.21607
DHRS4-AS1,0.21604
DSC3,0.10978
C2orf76,0.21599
KLRF1,0.21595
SLC6A16,0.21584
LUZP6,0.09173
ERV3-1,0.18485
KDELC1,0.21574
KIAA1958,0.20882
F2RL3,0.2157
PROCA1,0.21567
BLID,0.02907
CCL21,0.21563
CTD-2368P22.1,0.21562
FBXO36,0.15474
RP11-438J1.1,0.21557
PAXIP1-AS2,0.21554
MICALCL,0.02307
KAZALD1,0.2155
SOD3,0.12296
RAD51B,0.21537
P2RY2,0.21535
SIT1,0.21533
NT5M,0.21532
C9orf139,0.21525
DNAH9,0.21524
STEAP4,0.15283
EAPP,0.08029
NEIL3,0.07606
LAMP3,0.07811
KIF12,0.21508
ZBED3,0.21498
CA4,0.21497
MAK,0.10086
SPATA17,0.06881
NOC2L,0.21461
LEKR1,0.136
NMUR2,0.05135
RP11-190A12.7,0.21455
ID4,0.08384
MUSK,0.10492
ATOH7,0.2143
DNAH12,0.21427
MMEL1,0.2142
ALKBH7,0.21419
ZNF19,0.07543
ZNF141,0.07963
PGBD1,0.16558
CYP39A1,0.17733
C1orf216,0.21378
CALML6,0.21373
OLR1,0.17064
OPN3,0.12914
ALX1,0.21368
COQ7,0.1081
PPP1R32,0.21342
PABPC4L,0.15057
MRPL28,0.2133
TEX30,0.0706
KRTAP1-3,0.21324
THEMIS,0.09443
NTN3,0.21322
TMEM125,0.21315
LENG9,0.21313
ASB14,0.21309
PPP1R14D,0.21306
AC011755.1,0.12762
EXOSC3,0.15192
FAM47E,0.21292
KLK14,0.21266
CCDC170,0.18809
ACOT13,0.16832
EPSTI1,0.03234
TMEM221,0.21261
SIGLEC8,0.21255
SPACA4,0.21255
TMEM99,0.21252
NPL,0.13802
CREG1,0.21229
EIF2S3L,0.21225
CYS1,0.09432
LY75,0.14055
KLK9,0.21208
RP11-302M6.4,0.21196
THAP8,0.21194
NLRP6,0.21191
PLEK,0.19338
AC079354.1,0.21185
CLNK,0.02531
KLHL30,0.21183
METTL21A,0.20432
PCDHGA10,0.1855
TAS1R3,0.21164
LCA5L,0.09927
FAM83C,0.21144
ZNF488,0.21141
RSPH9,0.21135
PLA2G2A,0.18215
BEST2,0.21128
THRSP,0.2112
SLC25A2,0.21114
P4HA3,0.21109
CHST12,0.16696
WDR27,0.21102
METTL20,0.21102
SERPINB7,0.06393
SPATA16,0.04524
TMEM40,0.05184
ASB13,0.05156
C11orf85,0.21087
RP11-1105G2.3,0.16144
AC112715.2,0.0508
XIRP2,0.05384
DNAJC15,0.02082
ACTL10,0.21056
TRIM69,0.21054
OLFM4,0.14252
ZFP69,0.21051
C7orf72,0.05742
MYO1A,0.21041
C1orf194,0.21036
PTGER2,0.17652
KLHDC7B,0.21027
ANKRD61,0.194
C1QL2,0.2102
MYH15,0.21012
ARMC7,0.21003
ANKRD45,0.20982
GINS4,0.20962
FUT5,0.20944
TRABD2A,0.20941
RDH12,0.2093
FGF4,0.20928
GPR25,0.20924
GHRHR,0.20915
LYRM9,0.20913
CENPO,0.2022
CPA4,0.11027
SNAP29,0.17526
SERPINE3,0.2076
ZNF549,0.20873
HBCBP,0.20872
AC074091.13,0.20872
SYTL3,0.16648
MYADML2,0.2087
SWI5,0.16637
NXPE2,0.05087
MROH7-TTC4,0.20378
TGOLN2,0.20853
NT5C1B,0.0765
TDO2,0.14805
ZNF599,0.20847
CRIPAK,0.18056
ENPEP,0.16741
PDCD1LG2,0.05044
CD302,0.13551
FAM103A1,0.16369
RP11-463D19.2,0.20839
DDX52,0.17994
NPVF,0.03614
FAM129C,0.20828
NT5DC4,0.20828
NDUFC2-KCTD14,0.1895
MYO1H,0.20822
IAH1,0.19454
AC006126.3,0.20811
RP11-403P17.5,0.208
RAMP1,0.08778
C11orf89,0.20788
C10orf90,0.0179
MORN2,0.20777
C5orf50,0.11598
ZFP1,0.1261
C1orf68,0.20741
ELOVL2,0.10891
PNLIPRP3,0.06083
SIRT3,0.11434
C12orf68,0.20721
BID,0.20718
C1orf167,0.20716
PIK3R6,0.20195
RNF212,0.14061
CTD-2535L24.2,0.18494
SERTAD3,0.20692
N6AMT2,0.12322
HSD3B2,0.16963
WDR74,0.20684
CDX1,0.17846
ZNF433,0.20678
APCDD1L,0.1077
TYRP1,0.01952
SLC25A41,0.2066
SLA2,0.20659
RDM1,0.20657
IGSF6,0.16627
FAM149A,0.20652
DUSP15,0.20647
MUC4,0.20644
RD3L,0.20619
SLC39A11,0.06639
FAM161B,0.17009
BCDIN3D,0.20602
C11orf63,0.10947
EMR2,0.20594
RP11-125O5.2,0.15366
NT5C1B-RDH14,0.20564
SH2D2A,0.20564
KLRG1,0.20554
ETV7,0.20553
LRRC6,0.08033
GNB1L,0.20541
ZNF324B,0.17665
HARBI1,0.20536
DLEU1,0.20536
SLC51A,0.20237
TMEM69,0.20534
ZNF589,0.17906
C9orf37,0.20512
FAM83D,0.08184
OXT,0.19166
ZNF365,0.07699
GSTM3,0.20497
ZNF426,0.20492
ATP6V0A4,0.20484
MMAA,0.20484
C11orf24,0.20483
MAP3K19,0.17743
C20orf195,0.20471
COX7A2L,0.05069
MRP63,0.20463
TCTEX1D1,0.20455
PCDHAC1,0.20455
CCDC66,0.13314
ADH1B,0.1641
ITPRIPL1,0.20444
GDF15,0.20441
ATP5EP2,0.11567
MRPL52,0.20424
SPAG16,0.08953
EFHB,0.0468
MMP9,0.20421
CD226,0.13951
GM2A,0.15498
FAM98C,0.20388
M1AP,0.20384
ROS1,0.08686
CATSPER3,0.20375
PPP1R15B,0.09524
CDKL2,0.20357
NTF4,0.20355
LINC00923,0.04796
ECHDC3,0.05058
KCTD4,0.20347
EPX,0.20346
KLHL25,0.06151
PLEKHG4B,0.05866
TMEM184A,0.13002
SQRDL,0.20319
IL1A,0.20314
METTL18,0.17154
HSPB7,0.203
AGPAT2,0.20286
CSNK2A3,0.20277
TMEM159,0.20267
KRT15,0.2026
AMPD1,0.20252
AL645730.2,0.14639
VSTM2B,0.19808
NDNL2,0.20233
MCOLN2,0.17196
DSC1,0.2023
SLC26A3,0.16512
GYS2,0.20223
FKBP6,0.20218
CD48,0.20209
NOC4L,0.18304
CEP63,0.15549
CTD-3105H18.18,0.20199
CYP3A5,0.20198
TEX29,0.05033
AP4M1,0.20195
KCTD14,0.20194
FAM150B,0.03989
CORIN,0.20184
RP11-147C23.1,0.05942
MSC,0.10203
MRPS6,0.08476
SPON2,0.20158
DIABLO,0.19613
RP11-849F2.7,0.2014
RP1L1,0.20139
SAMD12,0.11117
MYL2,0.20133
CNDP1,0.20132
GFRAL,0.05139
CTD-2192J16.20,0.20116
TSFM,0.16497
RNASEH2B,0.06769
POLR1D,0.20104
WDR90,0.20104
RP11-47I22.3,0.07271
C7orf55,0.14474
S1PR3,0.11921
C9orf156,0.13863
METTL23,0.13719
SYCP3,0.20093
BTC,0.11941
OAS2,0.13103
MITD1,0.14132
C6orf52,0.18086
GIPC2,0.10551
CBR1,0.16926
CKAP2L,0.20039
SCAND1,0.20031
P2RX5,0.20029
ATP6V1F,0.20027
C3orf20,0.10744
ZNF487,0.20019
KRTAP5-5,0.20016
SLC52A3,0.10773
C1orf170,0.20006
CAPG,0.20002
ZNF766,0.11043
SLC22A12,0.19998
MEDAG,0.08985
TMEM74B,0.11201
TCTN2,0.15365
ZNF614,0.19951
ABCC2,0.19944
ACY3,0.19942
RP11-382J12.1,0.19938
ASB4,0.08157
SPIC,0.16288
NKAIN3,0.07863
FOLR2,0.19868
LOXHD1,0.19854
PRF1,0.19848
CTXN2,0.19837
XCR1,0.19836
PARPBP,0.16401
TPRX1,0.19831
C20orf78,0.07997
OLFML2B,0.14198
NEK3,0.05103
RP11-166N6.3,0.19809
ANGPTL3,0.16463
FAM53A,0.12428
HIST1H2BI,0.198
RP11-196G11.1,0.19796
ORC6,0.14906
OVCH1,0.07781
LY6H,0.19789
TMEM223,0.19788
EFCAB13,0.19788
C19orf25,0.19785
CAPZA3,0.08077
SDHAF1,0.19772
EPPK1,0.19752
PDE6A,0.10109
TEX12,0.19739
RP11-446E24.4,0.19732
ZNF415,0.1973
C17orf100,0.19718
IL5RA,0.02545
STMND1,0.04536
ICOS,0.18981
CHRNA9,0.19708
C2orf74,0.16526
MRPL35,0.17446
ANKRD35,0.19698
GLB1L2,0.072
ZNF10,0.07796
CSRP3,0.10203
BARX1,0.19682
AIPL1,0.1968
TEX14,0.19679
SHISA8,0.19677
AC120194.1,0.11349
ERVW-1,0.18394
AL161915.1,0.19647
MYO19,0.1964
AL583828.1,0.08104
LCE6A,0.19627
ZNF230,0.19624
ASGR2,0.19624
MED11,0.19621
SLC19A1,0.1962
PRSS54,0.19619
NME3,0.19612
LMF2,0.19599
APITD1,0.08051
MMP17,0.19584
AC003102.1,0.19579
FAM187A,0.19557
ALX3,0.19556
PP2D1,0.15908
CSTB,0.19532
NEU3,0.13759
NQO2,0.14204
AC069547.1,0.11274
RERGL,0.03946
AC093157.1,0.12144
CCDC122,0.11566
LRIT3,0.1951
GCM2,0.19508
ESR2,0.19034
C19orf35,0.19483
AC016722.2,0.16877
TRIM63,0.19479
SP110,0.1344
BBOX1,0.11501
ZFP42,0.02684
ZNF30,0.19464
APOC4,0.19462
FGL2,0.19457
DHTKD1,0.07759
EPS8L3,0.19451
UPK1B,0.09128
TRPM4,0.16705
C1orf192,0.19424
MLC1,0.1942
TMED7-TICAM2,0.13719
AL162389.1,0.0484
MIA2,0.08112
LGSN,0.03209
CTD-2616J11.4,0.194
INIP,0.16575
KRT36,0.19397
KIAA1919,0.11784
FYCO1,0.13814
SLC25A48,0.19377
ZBBX,0.07573
DCDC2B,0.19373
ZNF93,0.1174
MTL5,0.19365
GDF10,0.1918
ZNF678,0.10806
ARPC4-TTLL3,0.19355
TNFSF11,0.09123
WISP2,0.09504
SNX31,0.10209
ZNF467,0.16008
CEP19,0.19338
ZNF550,0.19323
PRR4,0.0784
FBXO39,0.19319
ZNF454,0.19314
ZNF732,0.05524
CLEC14A,0.14914
SLC10A6,0.08572
MORN3,0.19288
S100A5,0.19285
CHMP4C,0.0639
GLTPD2,0.1927
CTSO,0.15029
PIGZ,0.0947
CYP2W1,0.13393
KLHL40,0.19252
C19orf48,0.19246
SKA1,0.17372
AC124890.1,0.19238
C19orf70,0.1923
CLEC4A,0.16117
RP11-729L2.2,0.14527
C7orf13,0.19224
ENO4,0.19223
CD80,0.19219
SH2D4B,0.19211
PGLYRP4,0.1921
ZNF266,0.15689
SLC5A11,0.19201
AC187652.1,0.12511
RP4-734P14.4,0.18026
CCL16,0.19185
PON1,0.19181
VSX2,0.1918
RASL11A,0.19168
PDF,0.19167
RP11-422N16.3,0.19154
CA2,0.10686
TMPRSS7,0.19151
ANKK1,0.19149
HAP1,0.19144
HOXD4,0.19142
MILR1,0.1914
COMMD5,0.19137
FAM227B,0.08849
LIPT1,0.19123
RP11-664I21.6,0.12779
ZNF696,0.1912
RP11-468E2.6,0.19116
FAM110C,0.02774
METTL8,0.19114
CCL25,0.19108
ZNF493,0.0833
PCDHA5,0.19096
TMEM200B,0.19082
HIST1H3G,0.19081
SMYD1,0.11872
C9orf40,0.12679
ZNF43,0.04925
VSIG2,0.19063
AHSG,0.08706
FADS6,0.19054
FAM177B,0.09159
GNAT2,0.19049
ASCL2,0.19046
APRT,0.19033
GALNT14,0.1712
CCDC168,0.04145
CUZD1,0.06038
EVX2,0.1901
NFAM1,0.11681
PANX3,0.19008
ATP6V0E2,0.10747
LRR1,0.16392
ZNF699,0.18997
LIPG,0.09954
UCP3,0.1899
CCDC8,0.18985
OCSTAMP,0.18984
HBE1,0.18976
AC117395.1,0.18967
GPR83,0.1687
CATSPER4,0.18943
ANXA10,0.08524
CLDND2,0.18934
DBX1,0.12494
CMC2,0.06096
ASB2,0.18923
SKA3,0.13051
PRED58,0.09106
METTL11B,0.18908
ADORA3,0.18907
GPR97,0.18902
TULP2,0.18898
T,0.12992
ABCA13,0.08695
DNALI1,0.18888
GBP2,0.13593
AC010642.1,0.18888
C8orf34,0.14049
SLC10A4,0.15119
CASP10,0.11545
RP11-724O16.1,0.18853
HMGN4,0.18851
PRR18,0.11539
C1QL1,0.18839
PLEKHF1,0.18771
TUSC1,0.03559
PKD2L1,0.18817
MEP1A,0.11037
MORC1,0.1235
GZMA,0.18812
CLEC2L,0.188
GHSR,0.0672
KRTAP2-4,0.18792
MADCAM1,0.18788
PTPN18,0.18783
IGFN1,0.1792
CTCFL,0.18782
RAD51AP2,0.0353
Z98049.1,0.09519
BPIFB2,0.1394
HIST1H2BB,0.18764
BRDT,0.18763
AL354808.2,0.05513
ZNF90,0.11085
CST3,0.1015
ZNF852,0.11679
TAF1A,0.10762
ASCC1,0.18739
MAPK15,0.18737
ZNF429,0.0747
C16orf97,0.04122
ZNF350,0.18713
GRTP1,0.18111
LIM2,0.18712
IL17D,0.18711
CENPP,0.1446
ENPP6,0.12615
GGACT,0.18704
XIRP1,0.10468
CTRB1,0.18703
CCR6,0.18685
DNAAF2,0.16217
SH2D6,0.18678
AC092964.2,0.08499
MOXD1,0.18124
GNA14,0.10531
ADAM20,0.07469
SYT10,0.04465
HABP2,0.11139
GLT8D2,0.18659
ADAM33,0.10938
KDM4E,0.15065
AP1S3,0.1864
SOHLH2,0.18639
ACKR2,0.18625
PPP1R3A,0.05401
SLC51B,0.18622
AC139100.2,0.10402
TAF8,0.18617
ZFP3,0.18616
EBLN1,0.09667
KCNE4,0.08963
EBLN2,0.13408
GAS2L2,0.18592
ZBED6CL,0.15764
IZUMO4,0.18582
OLIG3,0.13728
FGF6,0.18575
SMIM18,0.18323
NDUFAF1,0.17865
LCE5A,0.18571
GCNT4,0.13419
RGS2,0.10812
AKR1C3,0.02578
LRRC27,0.0603
ACBD7,0.18538
OPN1SW,0.18536
LA16c-431H6.6,0.18515
ZNF776,0.18512
C9orf163,0.185
C14orf80,0.16059
UCN2,0.18498
C9orf96,0.1849
AL121761.2,0.05948
TTPA,0.18485
PZP,0.12989
NRSN2,0.12457
BGLAP,0.18468
URGCP-MRPS24,0.18461
PPAN-P2RY11,0.18461
RP11-447L10.1,0.12508
SPN,0.18456
MYEOV2,0.18454
PCBD2,0.18454
GPR20,0.06318
MYLK4,0.10399
CCDC67,0.10356
KCNE3,0.18427
PAH,0.10054
FOPNL,0.03074
CARTPT,0.12452
RHBG,0.18408
SAMD3,0.16418
RBP2,0.09545
LYSMD4,0.07047
HILPDA,0.15051
PYY,0.18372
MRPS33,0.09143
SLC6A19,0.18367
ENPP5,0.18365
ZSCAN16,0.18362
FOXD2,0.1836
RP11-723G8.2,0.03788
NECAP2,0.18359
MAGEF1,0.18357
CHAC2,0.06446
ZNF845,0.18338
NARF,0.15869
EID2B,0.18319
RP11-293I14.2,0.18314
RRS1,0.18306
P2RX4,0.18296
OAZ3,0.18288
TMC3,0.17928
UMOD,0.18277
SWSAP1,0.18275
AC010336.1,0.1826
C19orf53,0.10416
WISP3,0.18253
C6orf58,0.02789
PNOC,0.18239
AL136115.1,0.17447
AC068533.7,0.18217
PIRT,0.06614
RNF222,0.18194
AQP6,0.1818
RIPPLY2,0.11145
CBLC,0.16058
CA12,0.16822
HIGD1B,0.18167
CPA1,0.18159
LBP,0.18157
ZNF439,0.18152
ZNF841,0.18142
CETP,0.18133
SSNA1,0.18132
EBPL,0.11191
SLC17A8,0.16998
C16orf54,0.18125
CGNL1,0.0207
AL645728.1,0.18121
SPC24,0.1812
ZSCAN30,0.10886
HOPX,0.18116
TBC1D21,0.18113
AC068620.1,0.18107
TLDC2,0.18091
C8orf59,0.1685
RBPJL,0.1809
AC006372.1,0.18087
SETD9,0.18083
VIP,0.08948
DNAH11,0.18074
L34079.2,0.18074
SLMO1,0.13111
NR1I2,0.18065
ZFP41,0.18058
C6orf201,0.04907
RBM12B-AS1,0.08116
ZPBP,0.12732
IQCK,0.08168
ZNF418,0.18037
ZNF844,0.18035
GC,0.18032
HENMT1,0.18031
NT5C,0.18025
LRG1,0.18024
HBB,0.18024
PCDHA1,0.18017
ZNF596,0.01367
NEUROD4,0.18014
MIF4GD,0.18008
DLL3,0.18001
EXO5,0.17996
S1PR4,0.17991
TP53TG5,0.17975
RP11-863K10.7,0.17974
AC092811.1,0.17973
KRT28,0.17967
DYX1C1,0.07792
DUSP19,0.12772
CHST5,0.17956
LRRN4CL,0.17955
ZNF425,0.07315
AC005544.1,0.17945
MTERFD3,0.07521
RP11-664D7.4,0.17938
BHLHA15,0.17927
FXYD2,0.17917
RAMP3,0.13064
FGA,0.09866
ACAD8,0.10967
FLYWCH2,0.14453
UPK1A,0.17895
KIAA1755,0.0498
KIF6,0.11957
CEACAM19,0.15332
OPRD1,0.17876
ZNF20,0.17874
KRT3,0.17871
TRMT44,0.04622
LINC00908,0.17867
AC004817.1,0.09355
C1orf174,0.11973
TSPYL1,0.17853
C9orf117,0.1784
GLB1L3,0.05068
C9orf85,0.14656
EXOSC8,0.14337
C9orf147,0.17813
TJP3,0.17811
ZDHHC4,0.09613
FBXO17,0.17802
AL022328.1,0.17781
C2orf54,0.1778
C6,0.07757
ILDR1,0.09688
MMP21,0.12876
SAMD13,0.17767
MRPS17,0.13819
ZNF138,0.08092
SCRG1,0.06302
MOGAT2,0.17746
FKBP14,0.15633
MYF6,0.10462
SPO11,0.17724
SPATC1L,0.09126
AGTR1,0.10379
NPB,0.17695
KRT20,0.17689
FZD10,0.12273
CYP4V2,0.13996
FMO3,0.17685
WFDC5,0.17679
CNGB1,0.17677
TXNL4B,0.17671
C8orf4,0.05569
IL1R2,0.17668
NKX6-1,0.13127
PRR15,0.05551
AC020907.1,0.17663
TMEM170A,0.09518
RAB39A,0.17655
ZSCAN10,0.17655
RPL3L,0.17652
EPB41L4A,0.11749
DLEU7,0.12706
RP11-343C2.12,0.17632
HIST1H3E,0.17614
CHRAC1,0.05299
IL12B,0.07637
MYH13,0.1651
EDN2,0.17321
IGFBP1,0.17581
DDX51,0.17564
PBXIP1,0.17564
SNAPC5,0.13627
C17orf47,0.17541
RP11-1055B8.6,0.17539
BTNL3,0.10843
POLR3GL,0.17534
HES5,0.17533
MPEG1,0.17533
DECR2,0.16824
NDUFA6,0.10626
AC022400.2,0.1494
CRYGS,0.17522
RSPH1,0.17516
C1QL4,0.17512
LIPM,0.17506
ATP5J2-PTCD1,0.17503
SLC36A3,0.17494
ZHX1-C8ORF76,0.0839
SERPIND1,0.17488
THBD,0.17486
ST6GAL2,0.08786
AC004076.7,0.17466
ZIC4,0.17449
RHO,0.17444
STEAP3,0.15356
SLC16A5,0.09273
PRG2,0.17426
HIST1H3D,0.17425
C1orf131,0.14556
HUS1B,0.02991
STXBP6,0.17411
CLDN22,0.06401
RECQL4,0.17393
ANKRD29,0.13517
HTR1A,0.09901
CCDC62,0.17385
F11,0.17383
DNTT,0.17378
EME1,0.17375
AL117190.2,0.04097
TMPRSS11F,0.17361
KYNU,0.09805
PCDHGA11,0.17354
AMBN,0.11563
TCN2,0.17346
MROH7,0.17345
TMEM219,0.1734
TRIM38,0.1733
AQP9,0.17329
C9orf43,0.17324
HSPB1,0.17324
REG1A,0.06284
ESYT3,0.17316
LHX3,0.10295
AC090616.2,0.1731
CFTR,0.02454
SLC35F4,0.1731
BMP3,0.06759
HES2,0.10181
CTHRC1,0.15345
IMPG1,0.06756
FAM194B,0.16144
GIMAP2,0.11524
AC079210.1,0.14904
NKX3-1,0.13758
UBASH3A,0.17265
CYB5D2,0.11391
FDFT1,0.05082
SAMD9,0.17247
TPRXL,0.17246
GPR139,0.17242
KLKB1,0.12445
COLCA1,0.1707
STAB2,0.13177
ZSCAN31,0.17224
ART3,0.1096
ZNF747,0.17201
FTSJ2,0.07764
GUCA1A,0.17147
TXNDC2,0.11242
IDO1,0.04814
DHDH,0.17142
C6orf118,0.02888
AL136376.1,0.17117
CST7,0.17116
AC011897.1,0.17109
KLLN,0.17105
AP001885.1,0.17104
TLR3,0.02576
IFI27L1,0.14379
C17orf112,0.04976
RP11-257K9.8,0.17093
AL590714.1,0.17088
ADPRH,0.17086
RP11-865B13.1,0.05551
C8orf56,0.17072
TMEM196,0.0669
GPR128,0.12916
GLDN,0.16379
MTHFS,0.11421
ABCB11,0.17067
HTR5A-AS1,0.17064
GPR35,0.17059
CCNJL,0.16945
RP11-500M8.7,0.1166
PEX11B,0.16134
RP11-463C8.4,0.17041
CAGE1,0.09512
RP9,0.06184
RP11-433C9.2,0.17034
ZNF749,0.17032
C19orf54,0.17027
CBY3,0.17025
C1orf94,0.17024
CYP4B1,0.17017
FABP1,0.1701
GRXCR1,0.03458
NDUFB3,0.16869
TNN,0.08141
ACCSL,0.07457
TSNAX-DISC1,0.16976
ADAMTS18,0.02878
SYNPR,0.16959
SCGN,0.16958
RXFP2,0.04611
TAS1R1,0.16956
WBP2NL,0.16951
ZNF211,0.16944
AFP,0.16942
C20orf197,0.03477
DTYMK,0.16925
LECT1,0.09653
AL359878.1,0.1691
UVSSA,0.13466
ACSM4,0.16898
ESCO2,0.09155
C17orf74,0.16896
PLIN4,0.09435
ENAM,0.16881
TEX22,0.16877
SLC7A4,0.16873
NKX1-1,0.09611
F2R,0.13157
PLA2G12A,0.13245
SLC34A1,0.1686
DOK2,0.1686
RAB44,0.1686
CALCR,0.10571
QRFP,0.16848
ECI1,0.16848
HJURP,0.09049
SLC45A2,0.05413
CD52,0.16835
TES,0.05282
ZNF177,0.16832
NACA2,0.08011
RP11-474G23.1,0.1683
IL27RA,0.16829
SPA17,0.16827
BST2,0.16818
CD3E,0.16818
SYCE1L,0.0618
PDZD3,0.16813
AC073343.1,0.16812
PPP1R1C,0.12578
CX3CR1,0.16808
CCDC87,0.16798
OR52I1,0.06306
CEP55,0.14685
ERCC2,0.16765
C1orf173,0.08523
RAD9B,0.16758
TSACC,0.16758
DGUOK,0.15797
FAM83E,0.16749
DNAJC28,0.1674
ST20,0.13267
AC024592.12,0.16733
C3orf83,0.07995
NR0B2,0.16728
ANO7,0.16726
LIPI,0.03741
CRIP1,0.16712
CTD-2049J23.3,0.09453
GUCA2B,0.09786
RAG2,0.09378
MUC13,0.10019
METTL7A,0.1107
CTNNA3,0.12145
MRAP2,0.16448
KIAA1658,0.16696
WDR64,0.07177
AHSA2,0.12876
ZNF268,0.05986
GIPR,0.1667
HDGFL1,0.05702
COX18,0.16653
ZP1,0.16642
PTCRA,0.16639
CXCL1,0.16636
MRAP,0.06612
GLRX2,0.12402
CYB5R2,0.04797
MYRFL,0.16623
TNFAIP8L3,0.16616
CACNG5,0.16611
GPHA2,0.16602
ZNF239,0.09349
FAM107A,0.14039
MYH8,0.12162
SELK,0.1393
TUBB1,0.10729
PYCR1,0.16582
C11orf87,0.16581
RGS18,0.06894
DNMT3L,0.16567
SEPT14,0.13692
DEPDC7,0.16565
RILPL2,0.16549
CARD6,0.04568
AQP2,0.16545
C17orf97,0.06606
PCDHA13,0.16538
LRRC53,0.11012
TSPAN11,0.103
CRYBB1,0.16529
SIAH3,0.09187
GP2,0.14327
RGS13,0.06804
VSTM5,0.16505
TMC2,0.16498
CCDC103,0.16492
EFHD1,0.12117
FKSG61,0.16483
CTD-2561J22.3,0.1338
PTPLA,0.09503
MAP9,0.07764
C1orf127,0.16471
ZNF257,0.08417
SERPINB2,0.05723
C14orf37,0.08798
PPP1R36,0.05637
TM2D3,0.01286
FUOM,0.16451
ANGPTL5,0.16444
PON3,0.16433
TNNI3K,0.13486
FMO6P,0.10429
SLN,0.1642
CXCL11,0.16157
THEM4,0.16403
DYTN,0.07575
LRRN4,0.09194
GIPC3,0.16387
COTL1,0.16374
KCNK16,0.16374
TRIM4,0.16369
CCDC78,0.16358
NUDT6,0.14752
CYLC2,0.00368
CD33,0.16355
MGC4294,0.1635
NDE1,0.05048
GNRHR,0.16327
CTD-2207O23.10,0.16324
C6orf226,0.16322
C21orf37,0.04494
MLKL,0.07948
MR1,0.12286
RP11-505K9.4,0.12893
C9orf9,0.16309
C11orf70,0.1279
AP5S1,0.11999
NUDT7,0.01853
CHCHD5,0.16295
DRC1,0.16293
NPTX2,0.15596
CYP7A1,0.11775
RP11-618P17.4,0.16281
SLC14A1,0.04259
GPR45,0.13223
ZNF701,0.09582
HAL,0.16253
KRTAP3-2,0.16253
AGBL2,0.1625
FGF19,0.16241
ADAD1,0.16239
TMEM8C,0.16238
GIMAP5,0.07839
GBX1,0.16221
CDC45,0.16218
C5orf63,0.07095
NT5C1A,0.16205
AC087477.1,0.03703
TMPRSS11B,0.10396
GSC,0.16198
FANCD2OS,0.16193
MPV17L2,0.1618
GSTO2,0.09741
ZSCAN1,0.16177
ZNF71,0.16176
HBQ1,0.16169
MYF5,0.1387
C21orf2,0.16163
ACPP,0.08715
HKR1,0.1222
PPP1R42,0.16142
LSMD1,0.16133
RIIAD1,0.16131
TEX9,0.06306
ERVFRD-1,0.16121
C21orf119,0.16111
SLC24A5,0.14959
GPX2,0.16107
GCA,0.15282
ZPLD1,0.07948
MPZL2,0.14634
USH1C,0.10181
ARMC3,0.16078
FABP6,0.16078
P2RX1,0.16073
CA6,0.11327
ZNF788,0.16065
RNF182,0.16062
RPRM,0.16061
S100A11,0.15719
CDRT4,0.07991
LCN10,0.16054
CRABP1,0.16051
PRR26,0.06134
IL19,0.16044
PRSS33,0.16019
CSTA,0.16017
SPESP1,0.05214
C21orf58,0.08445
LOXL4,0.1601
CTSV,0.10284
NPY5R,0.14378
CDH19,0.01617
GLP2R,0.11498
POMK,0.05972
CCDC115,0.15987
FBXO16,0.15986
GPBAR1,0.15986
ZNF132,0.15984
LMOD3,0.05532
CCDC179,0.03935
GTSCR1,0.07604
PMCH,0.15973
SPEM1,0.15971
OGG1,0.15969
OTOL1,0.04063
CTD-2006C1.10,0.15957
APCS,0.15955
C16orf59,0.15952
AK8,0.15946
RP11-234B24.6,0.14941
C10orf91,0.13937
OMD,0.15938
INSL3,0.15936
AQPEP,0.05588
C14orf105,0.15932
RBM11,0.15927
DEFA1,0.09638
LIPK,0.15914
GTF3A,0.11118
MPV17,0.1591
MTIF3,0.11107
PAGR1,0.15888
AC145676.2,0.05809
CYP4F12,0.11507
CTD-2528L19.4,0.15875
CNGB3,0.06129
LY75-CD302,0.1074
LACTBL1,0.15867
C4orf19,0.069
FARP2,0.13753
DYNAP,0.02957
C5orf55,0.15852
LYPD1,0.15848
IGSF5,0.05919
CYP27B1,0.15832
CCR2,0.15829
AC104532.2,0.15808
DHRS12,0.10465
RBP3,0.14807
AMER3,0.15786
CAPS2,0.15771
FSHR,0.02485
RGS22,0.09251
HTR3B,0.15142
SFTPA2,0.15766
RPP38,0.09118
KLRD1,0.15731
GPR87,0.07438
RP11-20I23.1,0.15725
RP11-17M16.1,0.08808
MARVELD3,0.14436
NRIP3,0.15707
TAS2R42,0.05662
VWA2,0.03676
OBFC1,0.10182
MGARP,0.15524
ANKRD22,0.15692
EVA1A,0.15122
LINC00935,0.15681
VAX2,0.15673
ONECUT3,0.1567
TMEM37,0.15666
RMDN2,0.07359
ARHGAP19-SLIT1,0.15663
FAM26E,0.11148
KCNJ14,0.15658
