Disease	Disease_URI	Relationship	Relationship_URI	Gene	Gene_URI
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ALB	http://identifiers.org/hgnc.symbol/ALB
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ALDH18A1	http://identifiers.org/hgnc.symbol/ALDH18A1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ALG12	http://identifiers.org/hgnc.symbol/ALG12
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ALG8	http://identifiers.org/hgnc.symbol/ALG8
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ALG9	http://identifiers.org/hgnc.symbol/ALG9
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ALX1	http://identifiers.org/hgnc.symbol/ALX1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ALX3	http://identifiers.org/hgnc.symbol/ALX3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	AMER1	http://identifiers.org/hgnc.symbol/AMER1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	AMMECR1	http://identifiers.org/hgnc.symbol/AMMECR1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ANK1	http://identifiers.org/hgnc.symbol/ANK1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ANKS6	http://identifiers.org/hgnc.symbol/ANKS6
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	APC2	http://identifiers.org/hgnc.symbol/APC2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	APOB	http://identifiers.org/hgnc.symbol/APOB
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	APOE	http://identifiers.org/hgnc.symbol/APOE
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARF1	http://identifiers.org/hgnc.symbol/ARF1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARFGEF2	http://identifiers.org/hgnc.symbol/ARFGEF2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARHGAP31	http://identifiers.org/hgnc.symbol/ARHGAP31
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARID1A	http://identifiers.org/hgnc.symbol/ARID1A
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARID1B	http://identifiers.org/hgnc.symbol/ARID1B
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARID2	http://identifiers.org/hgnc.symbol/ARID2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARSL	http://identifiers.org/hgnc.symbol/ARSL
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARX	http://identifiers.org/hgnc.symbol/ARX
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ASCC1	http://identifiers.org/hgnc.symbol/ASCC1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ATP6V1B2	http://identifiers.org/hgnc.symbol/ATP6V1B2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	B3GALT6	http://identifiers.org/hgnc.symbol/B3GALT6
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	B3GAT3	http://identifiers.org/hgnc.symbol/B3GAT3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	B3GLCT	http://identifiers.org/hgnc.symbol/B3GLCT
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BAP1	http://identifiers.org/hgnc.symbol/BAP1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BCL11B	http://identifiers.org/hgnc.symbol/BCL11B
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BCOR	http://identifiers.org/hgnc.symbol/BCOR
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BCORL1	http://identifiers.org/hgnc.symbol/BCORL1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BCR	http://identifiers.org/hgnc.symbol/BCR
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BGN	http://identifiers.org/hgnc.symbol/BGN
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BICC1	http://identifiers.org/hgnc.symbol/BICC1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BICRA	http://identifiers.org/hgnc.symbol/BICRA
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BMP2	http://identifiers.org/hgnc.symbol/BMP2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BMPR1A	http://identifiers.org/hgnc.symbol/BMPR1A
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BMPR2	http://identifiers.org/hgnc.symbol/BMPR2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BPTF	http://identifiers.org/hgnc.symbol/BPTF
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BRAF	http://identifiers.org/hgnc.symbol/BRAF
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BRCA1	http://identifiers.org/hgnc.symbol/BRCA1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BRCA2	http://identifiers.org/hgnc.symbol/BRCA2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BRF1	http://identifiers.org/hgnc.symbol/BRF1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BRIP1	http://identifiers.org/hgnc.symbol/BRIP1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BUB1	http://identifiers.org/hgnc.symbol/BUB1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	BUB1B	http://identifiers.org/hgnc.symbol/BUB1B
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	C12orf57	http://identifiers.org/hgnc.symbol/C12orf57
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	C2CD3	http://identifiers.org/hgnc.symbol/C2CD3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CACNA1C	http://identifiers.org/hgnc.symbol/CACNA1C
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CALM3	http://identifiers.org/hgnc.symbol/CALM3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CARS1	http://identifiers.org/hgnc.symbol/CARS1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CBL	http://identifiers.org/hgnc.symbol/CBL
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CCDC103	http://identifiers.org/hgnc.symbol/CCDC103
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CCDC22	http://identifiers.org/hgnc.symbol/CCDC22
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CCDC32	http://identifiers.org/hgnc.symbol/CCDC32
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CCDC39	http://identifiers.org/hgnc.symbol/CCDC39
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CCDC40	http://identifiers.org/hgnc.symbol/CCDC40
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CCDC65	http://identifiers.org/hgnc.symbol/CCDC65
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CCNO	http://identifiers.org/hgnc.symbol/CCNO
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CCNQ	http://identifiers.org/hgnc.symbol/CCNQ
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CD96	http://identifiers.org/hgnc.symbol/CD96
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CDC42	http://identifiers.org/hgnc.symbol/CDC42
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CDH2	http://identifiers.org/hgnc.symbol/CDH2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CDK8	http://identifiers.org/hgnc.symbol/CDK8
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CDON	http://identifiers.org/hgnc.symbol/CDON
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CEP120	http://identifiers.org/hgnc.symbol/CEP120
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CEP57	http://identifiers.org/hgnc.symbol/CEP57
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CFAP298	http://identifiers.org/hgnc.symbol/CFAP298
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CFAP300	http://identifiers.org/hgnc.symbol/CFAP300
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CFAP53	http://identifiers.org/hgnc.symbol/CFAP53
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CFC1	http://identifiers.org/hgnc.symbol/CFC1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CHD4	http://identifiers.org/hgnc.symbol/CHD4
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CHD7	http://identifiers.org/hgnc.symbol/CHD7
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CHRM3	http://identifiers.org/hgnc.symbol/CHRM3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CHRNG	http://identifiers.org/hgnc.symbol/CHRNG
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CHST3	http://identifiers.org/hgnc.symbol/CHST3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CHUK	http://identifiers.org/hgnc.symbol/CHUK
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CITED2	http://identifiers.org/hgnc.symbol/CITED2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CLCN7	http://identifiers.org/hgnc.symbol/CLCN7
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	COA6	http://identifiers.org/hgnc.symbol/COA6
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	COG6	http://identifiers.org/hgnc.symbol/COG6
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL18A1	http://identifiers.org/hgnc.symbol/COL18A1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL1A1	http://identifiers.org/hgnc.symbol/COL1A1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL1A2	http://identifiers.org/hgnc.symbol/COL1A2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL2A1	http://identifiers.org/hgnc.symbol/COL2A1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL3A1	http://identifiers.org/hgnc.symbol/COL3A1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL5A1	http://identifiers.org/hgnc.symbol/COL5A1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL5A2	http://identifiers.org/hgnc.symbol/COL5A2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	COMT	http://identifiers.org/hgnc.symbol/COMT
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	COQ4	http://identifiers.org/hgnc.symbol/COQ4
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	COX7B	http://identifiers.org/hgnc.symbol/COX7B
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CREBBP	http://identifiers.org/hgnc.symbol/CREBBP
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CRELD1	http://identifiers.org/hgnc.symbol/CRELD1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CRTAP	http://identifiers.org/hgnc.symbol/CRTAP
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CSGALNACT1	http://identifiers.org/hgnc.symbol/CSGALNACT1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CTCF	http://identifiers.org/hgnc.symbol/CTCF
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CTU2	http://identifiers.org/hgnc.symbol/CTU2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CWC27	http://identifiers.org/hgnc.symbol/CWC27
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	CXCR4	http://identifiers.org/hgnc.symbol/CXCR4
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DACT1	http://identifiers.org/hgnc.symbol/DACT1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DDX11	http://identifiers.org/hgnc.symbol/DDX11
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DDX59	http://identifiers.org/hgnc.symbol/DDX59
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DDX6	http://identifiers.org/hgnc.symbol/DDX6
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DGCR2	http://identifiers.org/hgnc.symbol/DGCR2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DGCR6	http://identifiers.org/hgnc.symbol/DGCR6
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DGCR8	http://identifiers.org/hgnc.symbol/DGCR8
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DHCR24	http://identifiers.org/hgnc.symbol/DHCR24
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DHCR7	http://identifiers.org/hgnc.symbol/DHCR7
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DIS3L2	http://identifiers.org/hgnc.symbol/DIS3L2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DLL1	http://identifiers.org/hgnc.symbol/DLL1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DLL3	http://identifiers.org/hgnc.symbol/DLL3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DLL4	http://identifiers.org/hgnc.symbol/DLL4
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAAF1	http://identifiers.org/hgnc.symbol/DNAAF1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAAF11	http://identifiers.org/hgnc.symbol/DNAAF11
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAAF2	http://identifiers.org/hgnc.symbol/DNAAF2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAAF3	http://identifiers.org/hgnc.symbol/DNAAF3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAAF4	http://identifiers.org/hgnc.symbol/DNAAF4
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAAF5	http://identifiers.org/hgnc.symbol/DNAAF5
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAAF6	http://identifiers.org/hgnc.symbol/DNAAF6
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAH1	http://identifiers.org/hgnc.symbol/DNAH1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAH11	http://identifiers.org/hgnc.symbol/DNAH11
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAH5	http://identifiers.org/hgnc.symbol/DNAH5
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAH9	http://identifiers.org/hgnc.symbol/DNAH9
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAI1	http://identifiers.org/hgnc.symbol/DNAI1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAI2	http://identifiers.org/hgnc.symbol/DNAI2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAJB11	http://identifiers.org/hgnc.symbol/DNAJB11
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAJB13	http://identifiers.org/hgnc.symbol/DNAJB13
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAJC30	http://identifiers.org/hgnc.symbol/DNAJC30
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAL1	http://identifiers.org/hgnc.symbol/DNAL1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNMT3A	http://identifiers.org/hgnc.symbol/DNMT3A
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DOCK3	http://identifiers.org/hgnc.symbol/DOCK3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DOCK6	http://identifiers.org/hgnc.symbol/DOCK6
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DPF2	http://identifiers.org/hgnc.symbol/DPF2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DPM1	http://identifiers.org/hgnc.symbol/DPM1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DRC1	http://identifiers.org/hgnc.symbol/DRC1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DTNA	http://identifiers.org/hgnc.symbol/DTNA
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DVL3	http://identifiers.org/hgnc.symbol/DVL3
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DYNC2LI1	http://identifiers.org/hgnc.symbol/DYNC2LI1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	DYRK1A	http://identifiers.org/hgnc.symbol/DYRK1A
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	ECE1	http://identifiers.org/hgnc.symbol/ECE1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	EED	http://identifiers.org/hgnc.symbol/EED
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	EFEMP2	http://identifiers.org/hgnc.symbol/EFEMP2
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	EHMT1	http://identifiers.org/hgnc.symbol/EHMT1
AbnormalHmorphology of the great vessels	http://purl.obolibrary.org/obo/HP_0030962	gene-disease association	https://semanticscience.org/resource/SIO_000983	EIF2AK3	http://identifiers.org/hgnc.symbol/EIF2AK3
