gene_short_name,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
STEAP3,,,,7.0432E-08,,mephenytoin
STEAP4,,,,5.17773E-10,,
STH,,,0.02931421,,,
STK11,,,,1.07026E-05,,
STK16,,,,6.18607E-08,,
STK17B,,,,4.91325E-06,,
STK24,,,,5.44702E-05,,
STK25,,,,0.000537476,,
STK31,,,0.025044036,,,
STK32A,,,0.002011555,,,
STK32B,,,0.00079102,,,
STK35,,,,3.44915E-05,,
STMN1,,,0.01388277,,,
STMN2,,,2.49772E-14,,"cyproterone, estradiol",
STMN3,,,0.000572126,,,
STMN4,,,2.15411E-12,,,
STOML1,,,0.011135339,,,
STOML2,,,,2.30807E-07,,
STON1,,,,0.000792972,,
STON1-GTF2A1L,,,,3.24173E-05,,
STOX2,,,0.009684051,,,
STPG2,,,0.004601852,,,
STRA13,,,,3.1013E-07,,
STRA6,HP:0012759,1,,0.000807907,,
STRA8,,,,1.80789E-05,,
STRAP,,,,0.000103784,,
STRBP,,,0.001383982,,,
STRC,,,0.007080949,,,
STRIP1,,,0.00012073,,,
STUB1,"HP:0001272, HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002363, HP:0002500, HP:0002538, HP:0002977, HP:0007360, HP:0007361, HP:0007367, HP:0007369, HP:0007371, HP:0011282, HP:0011283, HP:0012104, HP:0012110, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0012762, HP:0100547",27,,5.85486E-06,,"cilostazol, ethinylestradiol, flecainide, phenytoin, pyrimethamine, sertaconazole, sulfadiazine"
STX10,,,,4.10372E-06,,
STX11,"HP:0002011, HP:0002060, HP:0002500, HP:0012443, HP:0012639, HP:0012759, HP:0100547",7,,0.000260779,,
STX16,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,0.000487032,,
STX17,,,,2.63013E-05,,
STX19,,,,0.000818051,,
STX1B,"HP:0002011, HP:0002059, HP:0002060, HP:0002538, HP:0002539, HP:0002977, HP:0007058, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",14,3.03312E-06,,,
STX4,,,,2.22085E-06,,
STX5,,,,1.27643E-05,,
STX6,,,0.003801037,,,
STXBP1,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002334, HP:0002500, HP:0002518, HP:0002977, HP:0006855, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",23,1.09966E-05,,levisoprenaline,
STXBP2,"HP:0002011, HP:0002060, HP:0002500, HP:0012443, HP:0012639, HP:0100547",6,,6.44382E-05,,
STXBP5,,,5.58625E-05,,,
STXBP5L,,,1.20968E-05,,,
STYXL1,,,,0.000986646,,
SUB1,,,,9.54102E-06,,
SUCLG1,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012751, HP:0012759, HP:0100547",14,,2.12449E-05,,
SUDS3,,,,3.22178E-06,,
SULT1A3,,,,8.88853E-06,,
SULT1A4,,,,6.40983E-05,,
SULT1B1,,,,0.000742681,,
SULT1C3,,,,1.7539E-07,,
SULT1E1,,,,8.96069E-06,,
SULT2A1,,,,8.58448E-13,,
SULT2B1,,,,9.19875E-11,,
SULT4A1,,,0.011001194,,,
SULT6B1,,,,1.12154E-05,,
SUMF1,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002500, HP:0002518, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,0.027782638,,,
SUMF2,,,,0.000309213,,
SUMO1,,,,0.000186993,,
SUMO3,,,,5.91389E-07,,
SUN5,,,,0.000636443,,
SUPT16H,"HP:0001273, HP:0002011, HP:0002060, HP:0002143, HP:0002414, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0010301, HP:0012443, HP:0012639, HP:0012759, HP:0031938, HP:0100547, HP:0410043",16,,0.000598379,,
SUPT3H,,,0.000189256,,,
SUPT4H1,,,,2.24766E-05,,
SUPT5H,,,,3.90372E-06,,
SUPT6H,,,,9.44539E-07,,
SUPT7L,,,,2.90895E-05,,
SURF1,"HP:0002011, HP:0002060, HP:0002118, HP:0002283, HP:0002339, HP:0002363, HP:0002453, HP:0002500, HP:0002538, HP:0002977, HP:0007367, HP:0010662, HP:0010663, HP:0010994, HP:0012443, HP:0012444, HP:0012639, HP:0012751, HP:0012759, HP:0100547, HP:0100705",21,,1.44192E-06,,
SURF2,,,,7.58878E-13,,
SURF4,,,,4.01006E-05,,
SURF6,,,,5.04819E-08,,
SUSD2,,,,8.79322E-12,,
SUSD3,,,,7.98474E-05,,
SUSD4,,,0.010750258,,methimazole,
SUV39H1,,,,2.24712E-08,,"acyclovir, ethotoin, isosorbide, nimodipine, prostaglandin-e1, sulfadiazine, teniposide"
SUV420H1,,,0.000124261,,,
SUV420H2,,,,2.73054E-06,,
SUZ12,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002538, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,,5.13128E-05,,ochratoxin-a
SV2A,,,4.96065E-07,,,
SV2B,,,0.037149409,,,
SV2C,,,0.000869534,,,
SVIP,,,,0.000225498,,
SVOP,,,0.000166926,,,
SWI5,,,,6.38929E-06,,
SWSAP1,,,,2.11338E-06,,
SYAP1,,,,9.05317E-11,,
SYBU,,,1.26024E-05,,"cycloheximide, cyproterone, flurbiprofen, lynestrenol, nifedipine, vinblastine",
SYCE1L,,,,4.93314E-05,,
SYCN,,,,4.14594E-16,,
SYCP2,,,0.038298826,,,
SYCP2L,,,0.046605988,,,
SYDE1,,,,0.000114954,,
SYDE2,,,,1.49392E-05,,
SYF2,,,,1.46684E-06,,
SYK,,,,0.000582803,,
SYMPK,,,,9.02622E-06,,
SYN1,"HP:0006919, HP:0012759",2,0.000328995,,,
SYN3,,,0.000165482,,,
SYNCRIP,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",17,,2.55665E-07,,
SYNDIG1,,,1.34787E-05,,,
SYNE3,,,,4.00418E-06,,
SYNE4,,,,8.31573E-05,,
SYNGR2,,,,0.000374113,,
SYNGR3,,,1.12623E-05,,,
SYNJ1,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",16,0.041775906,,,
SYNPO,,,,5.89496E-08,,levodopa
SYP,"HP:0002011, HP:0012639, HP:0012703, HP:0012759",4,4.83588E-07,,,
SYPL1,,,,8.23147E-05,,
SYPL2,,,,5.43826E-06,,
SYS1-DBNDD2,,,0.0077396,,,
SYT1,"HP:0002011, HP:0002060, HP:0006919, HP:0012443, HP:0012639, HP:0012759, HP:0100547",7,1.92822E-07,,"cyclophosphamide, daunorubicin, levisoprenaline, mebendazole, methimazole, methyldopa, nifedipine",
SYT11,,,5.21366E-11,,,
SYT12,,,0.028455974,,,
SYT13,,,7.24175E-07,,,
SYT14,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",8,8.49454E-08,,,
SYT16,,,0.000135519,,,
SYT2,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002334, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",21,0.02595353,,,
SYT3,,,4.74016E-05,,,
SYT4,,,3.40073E-06,,,
SYT5,,,9.63612E-07,,,
SYT6,,,0.001627725,,,
SYT7,,,0.0009127,,,
SYT8,,,,3.45309E-17,,
SYT9,,,0.000833174,,,
SYTL1,,,,5.15383E-18,,
SYTL3,,,,0.000706837,,
SYTL4,,,,0.000193911,,
SYVN1,,,,1.91073E-06,,
SZRD1,,,,7.1574E-05,,
TAC1,,,0.000461818,,,
TAC3,HP:0012759,1,,1.12473E-06,,
TAC4,,,,0.000681302,,
TACC3,,,,2.63601E-05,,
TACO1,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0012751, HP:0012759, HP:0100547",7,,7.33466E-08,,
TACSTD2,,,,1.63657E-09,,"BRD-A66861218, cyproterone, ethinylestradiol, isotretinoin, leflunomide, ochratoxin-a, parbendazole, prednisolone, quinidine, reserpine, tolbutamide, valproic-acid, yohimbine, zonisamide"
TADA1,,,0.016138011,,,
TADA3,,,,6.06378E-11,,
TAF10,,,,1.08177E-08,,
TAF12,,,,5.87185E-05,,
TAF13,"HP:0001273, HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006872, HP:0007333, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",15,,2.51398E-05,,
TAF1A,,,0.020461604,,,
TAF1B,,,0.009681124,,,
TAF1D,,,,3.33157E-06,,
TAF5L,,,0.028523872,,,
TAF6L,,,,0.000363296,,
TAF8,,,,1.25859E-05,,
TAF9,,,,2.75077E-08,,
TAGAP,,,,0.000910396,,
TAGLN,,,,5.73729E-06,,"aspirin, chlorcyclizine, chlormadinone, vidarabine, vinblastine"
TAGLN2,,,,3.02118E-06,,
TAGLN3,,,5.64436E-08,,,
TAL2,,,0.047991388,,,
TAMM41,,,0.001928245,,,
TANC2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",17,5.37385E-06,,,
TAOK2,,,,0.000169514,,
TAP1,,,,0.00015784,,
TAP2,,,,7.53372E-05,,
TAPBP,,,,0.000141075,,
TAPBPL,,,,1.25468E-06,,
TARBP2,,,,9.34005E-05,,
TARM1,,,,1.7616E-05,,
TAS1R1,,,,2.07926E-05,,
TAS1R3,,,,4.19746E-05,,
TAS2R14,,,6.44493E-05,,,
TAS2R43,,,,1.70855E-06,,
TASP1,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,0.000579138,,,
TAT,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,2.44814E-06,,
TATDN2,,,,0.000751078,,"ethosuximide, menadione"
TATDN3,,,0.027109877,,,
TAX1BP1,,,,3.16083E-05,,vincristine
TAX1BP3,,,,1.37456E-05,,hydrocortisone
TBATA,,,,0.00024168,,
TBC1D10A,,,,0.000324309,,
TBC1D10C,,,,1.48394E-06,,
TBC1D12,,,0.000333135,,,
TBC1D15,,,,2.90782E-07,,
TBC1D16,,,0.03067361,,,
TBC1D17,,,,8.91903E-05,,
TBC1D19,,,0.000874314,,,
TBC1D21,,,,3.36993E-07,,
TBC1D23,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,,0.000875758,,
TBC1D30,,,0.003354786,,,
TBC1D32,,,1.64969E-05,,,
TBC1D3H,,,,6.35408E-05,,
TBC1D8B,,,,3.1295E-07,,
TBCK,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002283, HP:0002334, HP:0002500, HP:0002518, HP:0002977, HP:0006817, HP:0006989, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012503, HP:0012510, HP:0012639, HP:0012759, HP:0100547",30,1.14657E-09,,,
TBL2,"HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002062, HP:0002120, HP:0002143, HP:0002414, HP:0002492, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007372, HP:0010301, HP:0010662, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100659, HP:0410043",26,,6.63998E-06,,
TBL3,,,,8.56883E-08,,
TBP,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002363, HP:0002418, HP:0002506, HP:0002977, HP:0006919, HP:0007058, HP:0007366, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012082, HP:0012443, HP:0012444, HP:0012639, HP:0045007, HP:0100547, HP:0100705",23,,6.37077E-05,,
TBPL1,,,0.000489723,,phensuximide,
TBPL2,,,,1.55565E-06,,
TBRG4,,,,4.12134E-12,,
TBX1,"HP:0002011, HP:0002060, HP:0002118, HP:0002143, HP:0002414, HP:0002977, HP:0006919, HP:0007364, HP:0010301, HP:0010651, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",15,,8.57479E-06,,
TBX10,,,,0.000332716,,
TBX19,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,1.36378E-05,,
TBX2,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0012759",5,,7.65026E-06,,"parbendazole, prostaglandin-e1"
TBX20,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,2.72734E-14,,
TBX21,,,,5.05045E-06,,
TBX22,,,,3.922E-05,,
TBX3,"HP:0002011, HP:0010627, HP:0011751, HP:0012443, HP:0012503, HP:0012639",6,,4.09086E-06,,"beclometasone, diethylstilbestrol, fluconazole, genistein, mitotane, phenytoin, reserpine"
TBX4,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,7.7596E-12,,
TBX5,,,,6.89549E-14,,
TBXA2R,,,,0.000735625,,"cilostazol, mometasone"
TC2N,,,,0.000815155,,
TCAIM,,,0.000207778,,,
TCAP,,,,7.64032E-06,,
TCEA1,,,,0.000142407,,
TCEA2,,,,0.000726414,,
TCEA3,,,,2.14017E-10,,
TCEAL2,,,8.31255E-08,,,
TCEAL5,,,0.00031711,,,
TCEAL6,,,4.33305E-06,,,
TCEAL8,,,,2.117E-06,,
TCEANC2,,,,0.000100672,,
TCEB1,,,,0.000726054,,
TCEB2,,,,3.50299E-07,,
TCEB3,,,,2.24539E-06,,
TCERG1L,,,0.034507487,,,
TCF19,,,,4.22917E-06,,
TCF20,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",18,0.013707438,,,
TCF21,,,,1.06384E-18,,cyproterone
TCF23,,,,5.36049E-05,,
TCF25,,,,5.99671E-05,,
TCF3,"HP:0002011, HP:0012639",2,,1.92391E-05,,
TCF7,,,,3.01821E-05,,
TCIRG1,"HP:0002011, HP:0002060, HP:0002118, HP:0012443, HP:0012639, HP:0012759, HP:0100547",7,,2.87062E-06,,
TCL1A,,,,4.44809E-14,,
TCL1B,,,,0.000355752,,
TCN1,,,,3.43904E-05,,"betamethasone, bupivacaine, cyclophosphamide, dacarbazine, ethinylestradiol, floxuridine, hydrocortisone, isoprenaline, lidocaine, nimodipine, trimethadione, valproic-acid, vidarabine"
TCN2,HP:0012759,1,0.00703056,,,
TCOF1,"HP:0002011, HP:0012639, HP:0012759",3,,0.000180752,,
TCP1,,,,0.000942355,,
TCP10,,,,3.122E-08,,
TCP10L2,,,,1.13576E-05,,
TCP11,,,,3.00131E-05,,
TCP11L1,,,0.015618806,,,
TCP11L2,,,,0.000543827,,
TCP11X1,,,,1.63245E-06,,
TCTA,,,,0.000987984,,"methyldopa, solanine, thiotepa, yohimbine"
TCTEX1D2,,,0.007063983,,,
TCTEX1D4,,,,0.000116822,,
TDGF1,"HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002118, HP:0002363, HP:0002418, HP:0002500, HP:0002538, HP:0002977, HP:0007361, HP:0007364, HP:0007370, HP:0007375, HP:0010651, HP:0010652, HP:0010653, HP:0010662, HP:0011282, HP:0011283, HP:0011751, HP:0012110, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0040327, HP:0100547, HP:0410043",29,,3.28504E-05,,
TDO2,,,,2.40093E-11,,"imipramine, prostaglandin-e1, terbutaline"
TDRD10,,,,0.000275174,,
TDRD6,,,0.021527651,,,
TDRKH,,,1.80484E-06,,,
TDRP,,,0.047227231,,,
TEAD2,,,,0.000397327,,
TEAD3,,,,3.02881E-06,,
TEAD4,,,,1.68097E-06,,
TECRL,,,,8.64434E-09,,
TECTA,,,0.000376258,,,
TEFM,,,1.9116E-09,,,
TEKT4,,,,0.000900924,,
TELO2,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,3.92564E-09,,
TEN1,,,,4.23652E-13,,
TENM1,,,0.000263597,,,
TENM2,,,1.3235E-07,,,
TENM3,HP:0012759,1,0.002639409,,,
TENM4,,,6.97394E-06,,,
TEPP,,,,2.26912E-07,,
TERF1,,,0.00083051,,,
TERT,"HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002363, HP:0002538, HP:0002977, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0010662, HP:0010663, HP:0011282, HP:0011283, HP:0011751, HP:0012443, HP:0012444, HP:0012503, HP:0012639, HP:0012759, HP:0100010, HP:0100547, HP:0100659",27,,6.54735E-12,,clorgiline
TESK1,,,,0.000196342,,cortisone
TESK2,,,,2.56066E-06,,
TESPA1,,,,4.13706E-07,,
TET3,"HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002518, HP:0002977, HP:0007364, HP:0012443, HP:0012510, HP:0012639, HP:0012759, HP:0100547",12,0.002567662,,,
TEX14,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,0.00061513,,
TEX264,,,,0.000120732,,
TEX28,,,,5.48906E-05,,
TEX28P1,,,,0.000397113,,
TEX30,,,,3.59978E-05,,
TEX33,,,,0.000233386,,
TEX36,,,,1.77966E-06,,
TEX9,,,0.011343103,,,
TFAM,,,,0.000211593,,
TFAP2C,,,,0.000621491,,"doxorubicin, estradiol-benzoate, parbendazole"
TFAP2E,,,0.008333171,,,
TFAP4,,,,8.72122E-07,,
TFB2M,,,,1.16334E-07,,
TFCP2L1,,,,0.000649126,,
TFDP1,,,,3.41075E-06,,cycloheximide
TFE3,"HP:0006919, HP:0012759",2,,1.93907E-06,,
TFF1,,,,3.32419E-06,,"bupivacaine, chlorpromazine, ethinylestradiol, flubendazole, haloperidol, hydrocortisone, ketoprofen, ketorolac, mephenytoin, mepireserpate, phenytoin, valproic-acid, vidarabine, warfarin"
TFF2,,,,0.000731697,,ketoprofen
TFF3,,,,1.33046E-07,,"AM-580, benzo(a)pyrene, busulfan, genistein, ifosfamide, isoprenaline, lamotrigine, mepireserpate, perphenazine, ribavirin, vidarabine, warfarin, zidovudine"
TFG,"HP:0002011, HP:0007367, HP:0012639, HP:0012757, HP:0100705",5,,1.28793E-07,,
TFIP11,,,,9.17863E-05,,
TFPI2,,,,6.34147E-14,,"alitretinoin, betamethasone, busulfan, chlorpromazine, cyclopamine, epinephrine, flubendazole, isoreserpine, levisoprenaline, oxaprozin, procarbazine, retinol, sparfloxacin"
TFPT,,,,9.05764E-06,,
TGDS,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,1.60208E-05,,
TGFB1I1,,,,6.43472E-05,,cytarabine
TGFB3,"HP:0002011, HP:0002143, HP:0009145, HP:0010303, HP:0010651, HP:0012443, HP:0012639, HP:0012703, HP:0012759, HP:0100659",10,,1.55579E-06,,"acebutolol, daunorubicin, etoposide, lynestrenol, propylthiouracil, zonisamide"
TGFBI,,,,3.77382E-08,,"aspirin, chlordiazepoxide, ephedrine, nimodipine, ribavirin"
TGFBR2,"HP:0001317, HP:0002011, HP:0002118, HP:0002143, HP:0009145, HP:0010303, HP:0010651, HP:0011282, HP:0011283, HP:0012443, HP:0012503, HP:0012639, HP:0012703, HP:0012759, HP:0100659, HP:0100705",16,,0.000108462,,"depomedrol, flutamide, mepireserpate, nifedipine, quercetin, teniposide"
TGFBR3,"HP:0002011, HP:0002060, HP:0002363, HP:0009145, HP:0012443, HP:0012518, HP:0012639, HP:0012703, HP:0100547, HP:0100659",10,,7.57301E-08,,"CD-437, isoprenaline, isoreserpine, lonidamine, quercetin, quinidine"
TGFBR3L,,,,0.000645025,,
TGIF1,"HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002118, HP:0002363, HP:0002418, HP:0002500, HP:0002538, HP:0002977, HP:0007361, HP:0007364, HP:0007370, HP:0007375, HP:0010651, HP:0010652, HP:0010653, HP:0010662, HP:0011282, HP:0011283, HP:0011751, HP:0012110, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0040327, HP:0100547, HP:0410043",29,,1.40161E-05,,
TGIF2,,,,0.000236929,,
TGM1,,,,0.000304757,,
TGM2,,,,7.63304E-08,,"betamethasone, clomifene, flubendazole, mefenamic-acid, pyrimethamine"
TGM3,,,,4.02225E-05,,
TGM4,,,,0.000175584,,
TGM5,,,,0.000111704,,
TGM6,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",8,,2.48352E-05,,
TGM7,,,,4.49338E-05,,
TGOLN2,,,,0.000373212,,
TH,"HP:0002011, HP:0012639, HP:0012759",3,,9.37408E-09,,digoxin
THAP1,,,,9.84066E-05,,
THAP2,,,0.000440171,,,
THAP3,,,,0.000784867,,
THAP4,,,,1.09849E-05,,
THAP7,,,,8.06246E-06,,
THBD,,,,5.11647E-05,,"fenoterol, levodopa, quinidine"
THBS3,,,,6.15466E-09,,
THEG,,,,0.000254958,,
THEGL,,,,0.000662101,,
THEM5,,,,4.38082E-05,,
THEM6,,,,0.000277091,,
THEMIS,,,,1.00634E-08,,
THEMIS2,,,,0.000365022,,
THG1L,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",13,,4.33211E-12,,
THNSL2,,,,2.80466E-06,,
THOC3,,,0.038012465,,,
THOC6,"HP:0001273, HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002977, HP:0006989, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,,8.50454E-06,,
THOC7,,,,0.000111209,,
THOP1,,,,1.37754E-06,,
THPO,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,7.38421E-05,,
THRAP3,,,,8.64241E-05,,
THSD7A,,,0.000281037,,,
THSD7B,,,0.00027536,,,
THY1,,,0.011965186,,"nifedipine, tolmetin",
THYN1,,,,5.77439E-06,,
TIA1,"HP:0002011, HP:0002060, HP:0007367, HP:0012443, HP:0012639, HP:0012757, HP:0100547",7,0.003504367,,,
TIAM1,,,3.65732E-05,,triamcinolone,
TIAM2,,,3.84869E-05,,,
TICAM1,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0100547",5,,1.96802E-05,,etoposide
TIE1,,,,0.00092141,,
TIFA,,,,1.28951E-05,,
TIFAB,,,,1.63508E-05,,
TIGD2,,,,4.77147E-05,,
TIGD4,,,0.00469118,,,
TIGIT,,,,4.89765E-07,,
TIMD4,,,,1.01892E-06,,
TIMELESS,,,,0.000129127,,
TIMM10,,,,1.31964E-07,,
TIMM10B,,,,0.000609589,,
TIMM13,,,,1.22731E-08,,
TIMM17B,,,,1.82349E-06,,thiotepa
TIMM23,,,,0.00018741,,
TIMM44,,,,0.000352732,,
TIMM50,"HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0006919, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",13,,0.000995586,,
TIMM8A,"HP:0002011, HP:0002060, HP:0002283, HP:0002339, HP:0002340, HP:0002977, HP:0007367, HP:0007369, HP:0007374, HP:0010994, HP:0012443, HP:0012444, HP:0012639, HP:0100547",14,,1.41127E-06,,
TIMM8B,,,,6.14412E-08,,
TIMM9,,,,4.18398E-11,,"busulfan, carbamazepine, clomipramine, cyclophosphamide, doxorubicin, flubendazole, isoreserpine, levisoprenaline, phenytoin, prednisolone, tolbutamide, yohimbine"
TIMP1,,,,1.85793E-05,,
TIMP3,,,,0.000687026,,"flurbiprofen, leflunomide, methotrexate, mometasone, pseudoephedrine, trimethadione"
TINAGL1,,,,1.11761E-09,,
TINF2,"HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002538, HP:0002977, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",20,,0.000232846,,
TJAP1,,,,2.23243E-05,,
TJP2,,,,0.000458576,,reserpine
TJP3,,,,5.67003E-12,,
TK1,,,,2.05227E-06,,
TKT,"HP:0006919, HP:0012759",2,,2.70268E-10,,mephenytoin
TLCD1,,,,0.000434508,,
TLCD2,,,,1.82468E-05,,
TLDC2,,,,3.19242E-06,,
TLE6,,,,0.000369564,,
TLN1,,,,0.000518081,,
TLN2,,,0.001689008,,,
TLR2,,,,4.04492E-06,,"azacitidine, epinephrine"
TLR3,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100705",7,,5.88307E-05,,
TLR8,,,,0.000154544,,
TLX1,,,,2.5025E-10,,
TLX1NB,,,,1.72205E-07,,
TLX2,,,,3.47781E-06,,
TM2D3,,,0.004737686,,,
TM4SF1,,,,6.6314E-06,,"cortisone, dexketoprofen, diflunisal, ketoprofen, levisoprenaline, levodopa, mebendazole, methyldopa, mitotane"
TM4SF20,"HP:0002011, HP:0002060, HP:0002500, HP:0012443, HP:0012639, HP:0012759, HP:0100547",7,,0.000298004,,nifedipine
TM4SF4,,,,5.38806E-15,,"carbamazepine, ethotoin, nifedipine, verapamil"
TM4SF5,,,,1.14941E-09,,
TM9SF3,,,,0.00079724,,"clorgiline, hydrocortisone, ribavirin"
TMA16,,,,0.000466472,,
TMA7,,,,8.04666E-07,,
TMBIM1,,,,1.49288E-05,,leflunomide
TMC2,,,2.69766E-05,,,
TMC3,,,,4.92001E-05,,
TMC4,,,,3.32398E-06,,
TMC5,,,,2.23871E-11,,
TMC6,,,,6.21634E-05,,
TMC7,,,0.001050667,,,
TMCC1,,,7.38294E-09,,,
TMCO3,,,0.04424167,,,
TMCO4,,,,1.53582E-07,,
TMCO6,,,,6.84113E-12,,
TMED1,,,,8.36691E-06,,
TMED10,,,,0.000857477,,
TMED2,,,,0.000396307,,
TMED4,,,,0.000110309,,
TMED6,,,,9.81168E-07,,
TMED7-TICAM2,,,,5.6079E-06,,
TMED9,,,,4.50324E-06,,
TMEFF1,,,0.010405789,,,
TMEFF2,,,1.71349E-06,,,
TMEM100,,,,0.00040325,,"cytochalasin-b, digoxin, estradiol, exemestane, hydrocortisone, phenytoin"
TMEM101,,,,4.28952E-06,,
TMEM102,,,,6.17377E-08,,
