HPO Accession,Disease ID,Gene Symbol,Disease,HPO Term
HP:0002059,DOID:1443,EIF2B4,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,C11orf73,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,EIF2B3,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,EPRS,Cerebral degeneration,cerebral atrophy
HP:0002180,DOID:1289,AR,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GBA2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SDHA,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,AMPD2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,FGGY,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,AR,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,VCP,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,KCNC3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CSTB,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,MARS2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,AFG3L2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,KCND3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GDAP1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,DBN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,FGGY,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SMN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HSPB3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SURF1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CLP1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,DCTN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATP13A2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,VCP,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HSD17B10,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,VAMP1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,FAM134B,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SPAST,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PFN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,UBQLN4,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CLCN6,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CTSD,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SIGMAR1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PRICKLE1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TRPC3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,VRK1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HTRA2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,APOE,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ZNHIT3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PCNA,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SBF1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,EXOSC1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GNB4,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,IGHMBP2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HSPD1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,NOP56,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,MME,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,XRCC1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,NAGLU,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,APLP1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,UBQLN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CARKD,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CLU,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PLEKHG5,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SMN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,IL7R,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SEPSECS,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATXN10,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GIGYF2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SIGMAR1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,DBN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,DST,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,XK,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CNP,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,FARS2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PFN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CLN6,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,C12orf65,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,COA7,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,UBQLN4,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,FLVCR1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,KCND3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ADCK3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HNRNPA1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,UNC5C,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,KIDINS220,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATP13A2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATP13A2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TRPM7,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,NALCN,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TARDBP,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GBA,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CLP1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,FXN,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,DNAJC13,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,C10orf2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,MPV17,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,DCTN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,VCP,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SETX,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,LITAF,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATXN3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATXN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SIGMAR1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,COQ2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HARS,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,APOE,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,IBA57,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SACS,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SETX,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SPG20,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,APTX,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,DPP6,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,MAP1B,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ELOVL5,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PARK7,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATXN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PRDM8,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,NEK1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SPTBN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ITPR1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TMX2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TMEM106B,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TRPM7,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SLC39A14,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HSPB1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CACNA1G,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CHCHD2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SOD1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,UBAP1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SEMA6B,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,UNC5C,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,UBA5,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,AP4M1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CACNA1G,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,MARS,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,FBXO38,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,DAGLA,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,C19orf12,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,APCS,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CHCHD2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,KCNC3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,DCTN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,DYNC1H1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PMP22,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,FIG4,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CCDC88C,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ALDH18A1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PCLO,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,MT-ND2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,EXOSC3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SACS,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TTBK2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CHMP2B,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SLC39A14,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HLA-DRB1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,REEP1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATP7A,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,APOA1BP,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TUBA4A,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TMEM106B,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HNRNPA1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,EXOSC9,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PARK2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TAF1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,NOP56,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CAPN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SYNE1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CCNF,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TH,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ANO10,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PSEN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,MFN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SYT14,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,WWOX,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GDAP2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SOD1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ANXA11,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,KIF5A,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CTSD,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,UBA1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SOD1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ASAH1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SYNJ1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SBF2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,NGF,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PSEN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,VPS37A,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,OPA1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GOSR2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HPDL,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,MED25,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,DDHD2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,FGD4,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SERPINI1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,LRRK2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SCN11A,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TRPM7,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,POLR3K,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CCDC88C,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SLC1A3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ALS2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PLA2G6,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TBCD,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CWF19L1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PNPLA6,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TDP1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GIGYF2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PDK3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATXN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ERLIN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,AMPD2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GRID2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ANG,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,COASY,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,BSCL2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,KLC2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,VPS35,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TARDBP,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ASAH1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATXN7,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GRM1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,FMR1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,DNAJC5,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SPG11,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,EEF2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,REEP1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATP1A1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CTSB,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ANG,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TBP,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GBA,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATP1A3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,LRRK2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,UCHL1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,NHLRC2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATP2B3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TBK1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TSEN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,EPM2A,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SLC5A7,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,BICD2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ERBB4,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CHCHD10,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,FAT2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PARK2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TUBA4A,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SLC7A6OS,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GCH1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,STUB1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SEPSECS,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HK1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GBA,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,VPS13C,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PNKP,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,WDR42A,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CERS1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,VPS35,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ANXA11,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CTSD,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,RAB7A,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PINK1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,UQCRC1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,INF2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SLC30A10,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,MATR3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,AARS2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TBK1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PSEN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PDYN,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,AP4S1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SPG7,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,MT-ND2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,YARS,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,EXOC2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SNCAIP,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,EPT1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,VAC14,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PRKCG,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ERLIN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PRKRA,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SIRT2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TREX1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATXN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATXN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,KIAA0226,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,UBTF,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,IKBKAP,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CACNB4,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,FOLR1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SNCA,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PPT1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,MATR3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,IL6,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GARS,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PMPCB,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,RARS2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,REPS1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PRPH,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,VPS13D,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SLC12A1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PIK3R5,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SMN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PINK1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,APP,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,DDHD1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GAN,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HTT,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,FUS,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,KIF1A,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PLA2G6,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CHCHD10,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PDXK,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,AIFM1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,MTMR2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,EIF4G1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CPT1C,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATP6AP2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,KIAA0196,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CDK5,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SCYL1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TMEM230,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TSEN54,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,H326,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ABCA7,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PCYT2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HIP1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HSPG2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SNCA,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TSEN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SLC18A2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,PSEN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,BEAN1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TMEM175,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TOE1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,AARS,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SMPD1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SPG21,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TFG,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ITM2B,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,IGHMBP2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GRM1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SYNE1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,NEFH,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HTRA2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TANGO2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TRPC3,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TXN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,TARDBP,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,APOE,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,OPTN,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SCARB2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SPTLC1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ALS2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GJC2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ERBB4,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,EXOSC8,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SERPINI1,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,CLN8,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,HSPB8,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,RAB39B,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,OPTN,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,UBQLN2,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,SNX14,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,VAPB,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,VWA3B,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,ATG5,Neurodegenerative disease,neurodegeneration
HP:0002180,DOID:1289,GSK3A,Neurodegenerative disease,neurodegeneration
