NAME,SMILES,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_TYPE,TDL
ramucirumab,(null),Vascular endothelial growth factor receptor 2,Kinase,P35968,KDR,VGFR2_HUMAN,10.3,Kd,Tclin
reboxetine,CCOC1=C(O[C@@H]([C@H]2CNCCO2)C2=CC=CC=C2)C=CC=C1,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,7.22,Ki,Tclin
regorafenib,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=CC=N1,Serine/threonine-protein kinase B-raf,Kinase,P15056,BRAF,BRAF_HUMAN,7.55,IC50,Tclin
regorafenib,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=CC=N1,Vascular endothelial growth factor receptor 2,Kinase,P35968,KDR,VGFR2_HUMAN,7.9,IC50,Tclin
remikiren,CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,Renin,Enzyme,P00797,REN,RENI_HUMAN,9.154901505,IC50,Tclin
remoxipride,CCN1CCC[C@H]1CNC(=O)C1=C(OC)C(Br)=CC=C1OC,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,7.26,Ki,Tclin
repaglinide,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=C(C=CC=C2)N2CCCCC2)=C1)C(O)=O,ATP-binding cassette sub-family C member 8,Ion channel,Q09428,ABCC8,ABCC8_HUMAN,7.300000191,Kd,Tclin
reserpine,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1,Synaptic vesicular amine transporter,Transporter,Q05940,SLC18A2,VMAT2_HUMAN,7.9,Ki,Tclin
retinol,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,Retinol-binding protein 4,Secreted,P02753,RBP4,RET4_HUMAN,6.74,Kd,Tchem
retinol acetate,CC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,Retinol-binding protein 4,Secreted,P02753,RBP4,RET4_HUMAN,6.739999771,Kd,Tchem
revefenacin,CN(CCN1CCC(CC1)OC(=O)NC1=C(C=CC=C1)C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,9.75,Ki,Tclin
ridaforolimus,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O,Serine/threonine-protein kinase mTOR,Kinase,P42345,MTOR,MTOR_HUMAN,9.698969841,IC50,Tclin
rilonacept,(null),Interleukin-1 receptor antagonist protein,Unclassified,P18510,IL1RN,IL1RA_HUMAN,11.21467018,Kd,Tchem
risperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,Glycine receptor subunit alpha-1,Ion channel,P23415,GLRA1,GLRA1_HUMAN,6.489999771,EC50,Tclin
ritonavir,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,Cytochrome P450 3A4,Enzyme,P08684,CYP3A4,CP3A4_HUMAN,7.55,IC50,Tclin
ritonavir,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,Thromboxane-A synthase,Enzyme,P24557,TBXAS1,THAS_HUMAN,7.119186408,IC50,Tchem
rivaroxaban,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,Coagulation factor X,Enzyme,P00742,F10,FA10_HUMAN,9.4,Ki,Tclin
roflumilast,FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Enzyme,Q08499,PDE4D,PDE4D_HUMAN,9.57,IC50,Tclin
romidepsin,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,Histone deacetylase 4,Enzyme,P56524,HDAC4,HDAC4_HUMAN,6.2924,IC50,Tclin
romidepsin,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,Histone deacetylase 6,Enzyme,Q9UBN7,HDAC6,HDAC6_HUMAN,6.5227,Ki,Tclin
romidepsin,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,Histone deacetylase 8,Enzyme,Q9BY41,HDAC8,HDAC8_HUMAN,9.82,Ki,Tclin
romosozumab,(null),Sclerostin,Glycoprotein,Q9BQB4,SOST,SOST_HUMAN,11.7,Kd,Tclin
rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,Peroxisome proliferator-activated receptor gamma,Nuclear hormone receptor,P37231,PPARG,PPARG_HUMAN,7.04,EC50,Tclin
ruboxistaurin,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Kinase,Q13627,DYRK1A,DYR1A_HUMAN,6.6,Kd,Tchem
ruboxistaurin,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21,Mast/stem cell growth factor receptor Kit,Kinase,P10721,KIT,KIT_HUMAN,6.42,Kd,Tclin
ruboxistaurin,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21,"Myosin light chain kinase, smooth muscle",Kinase,Q15746,MYLK,MYLK_HUMAN,6.54,Kd,Tchem
ruboxistaurin,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21,Myotonin-protein kinase,Kinase,Q09013,DMPK,DMPK_HUMAN,6.55,Kd,Tchem
ruboxistaurin,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21,NUAK family SNF1-like kinase 2,Kinase,Q9H093,NUAK2,NUAK2_HUMAN,6.49,Kd,Tchem
ruboxistaurin,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21,Protein kinase C delta type,Kinase,Q05655,PRKCD,KPCD_HUMAN,8.44,Kd,Tclin
ruboxistaurin,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21,Protein kinase C gamma type,Kinase,P05129,PRKCG,KPCG_HUMAN,6.52,IC50,Tchem
ruboxistaurin,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21,Serine/threonine-protein kinase 4,Kinase,Q13043,STK4,STK4_HUMAN,6.66,Kd,Tchem
ruboxistaurin,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21,Serine/threonine-protein kinase PLK4,Kinase,O00444,PLK4,PLK4_HUMAN,6.43,Kd,Tchem
ruboxistaurin,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21,Tyrosine-protein kinase JAK3,Kinase,P52333,JAK3,JAK3_HUMAN,6.38,Kd,Tclin
ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,BDNF/NT-3 growth factors receptor,Kinase,Q16620,NTRK2,NTRK2_HUMAN,6.44,Kd,Tclin
ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,Calcium/calmodulin-dependent protein kinase type II subunit gamma,Kinase,Q13555,CAMK2G,KCC2G_HUMAN,7,Kd,Tchem
ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Kinase,Q13627,DYRK1A,DYR1A_HUMAN,6.04,Kd,Tchem
ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,Leucine-rich repeat serine/threonine-protein kinase 2,Kinase,Q5S007,LRRK2,LRRK2_HUMAN,7.05,Kd,Tchem
ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,Mitogen-activated protein kinase kinase kinase 7,Kinase,O43318,MAP3K7,M3K7_HUMAN,6.14,Kd,Tchem
ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,"Myosin light chain kinase, smooth muscle",Kinase,Q15746,MYLK,MYLK_HUMAN,6.44,Kd,Tchem
ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,NUAK family SNF1-like kinase 2,Kinase,Q9H093,NUAK2,NUAK2_HUMAN,6.49,Kd,Tchem
ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,Proto-oncogene tyrosine-protein kinase receptor Ret,Kinase,P07949,RET,RET_HUMAN,6.72,Kd,Tclin
ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,Serine/threonine-protein kinase PLK4,Kinase,O00444,PLK4,PLK4_HUMAN,6.7,Kd,Tchem
ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,Tyrosine-protein kinase JAK3,Kinase,P52333,JAK3,JAK3_HUMAN,8.7,Kd,Tclin
ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,cGMP-dependent protein kinase 2,Kinase,Q13237,PRKG2,KGP2_HUMAN,6.16,Kd,Tchem
sabcomeline,CO\N=C(/C#N)[C@H]1CN2CCC1CC2,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,7.22,IC50,Tclin
saralasin,CNCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(O)=O,Type-1 angiotensin II receptor,GPCR,P30556,AGTR1,AGTR1_HUMAN,9.77,Ki,Tclin
saralasin,CNCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(O)=O,Type-2 angiotensin II receptor,GPCR,P50052,AGTR2,AGTR2_HUMAN,9.82,Ki,Tchem
saroglitazar,CCO[C@@H](CC1=CC=C(OCCN2C(C)=CC=C2C2=CC=C(SC)C=C2)C=C1)C(O)=O,Peroxisome proliferator-activated receptor gamma,Nuclear hormone receptor,P37231,PPARG,PPARG_HUMAN,8.522878647,EC50,Tclin
saxagliptin,N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2,Dipeptidyl peptidase 9,Enzyme,Q86TI2,DPP9,DPP9_HUMAN,7.15,Ki,Tchem
scopolamine,CN1[C@H]2C[C@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,9.4,Ki,Tclin
selumetinib,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3Cl)=C(C=C12)C(=O)NOCCO,Dual specificity mitogen-activated protein kinase kinase 1,Kinase,Q02750,MAP2K1,MP2K1_HUMAN,7.85,IC50,Tclin
selumetinib,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3Cl)=C(C=C12)C(=O)NOCCO,Dual specificity mitogen-activated protein kinase kinase 2,Kinase,P36507,MAP2K2,MP2K2_HUMAN,7.85,IC50,Tclin
seractide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,Adrenocorticotropic hormone receptor,GPCR,Q01718,MC2R,ACTHR_HUMAN,8.008773804,Ki,Tclin
sertraline,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,7.24,Ki,Tclin
sertraline,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,7.6,Kd,Tclin
sibutramine,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,6.0255,Ki,Tclin
sirolimus,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1O,Serine/threonine-protein kinase mTOR,Kinase,P42345,MTOR,MTOR_HUMAN,10,IC50,Tclin
sitaxentan,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,Endothelin-1 receptor,GPCR,P25101,EDNRA,EDNRA_HUMAN,9.37,Ki,Tclin
sivelestat,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC1=C(C=CC=C1)C(=O)NCC(O)=O,Myeloblastin,Unclassified,P24158,PRTN3,PRTN3_HUMAN,6.46999979,IC50,Tchem
sodium citrate,(null),Carbonic anhydrase 4,Enzyme,P22748,CA4,CAH4_HUMAN,7,Ki,Tclin
solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,6.88,IC50,Tclin
sonidegib,C[C@H]1CN(C[C@@H](C)O1)C1=NC=C(NC(=O)C2=CC=CC(=C2C)C2=CC=C(OC(F)(F)F)C=C2)C=C1,Smoothened homolog,GPCR,Q99835,SMO,SMO_HUMAN,8.221848488,Ki,Tclin
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Aurora kinase C,Kinase,Q9UQB9,AURKC,AURKC_HUMAN,6.68,Kd,Tchem
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Cyclin-dependent kinase 19,Kinase,Q9BWU1,CDK19,CDK19_HUMAN,6.6,Kd,Tchem
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Cyclin-dependent kinase 8,Kinase,P49336,CDK8,CDK8_HUMAN,6.51,Kd,Tchem
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Discoidin domain-containing receptor 2,Kinase,Q16832,DDR2,DDR2_HUMAN,8.18,Kd,Tchem
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Macrophage colony-stimulating factor 1 receptor,Kinase,P07333,CSF1R,CSF1R_HUMAN,7.55,Kd,Tclin
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Mast/stem cell growth factor receptor Kit,Kinase,P10721,KIT,KIT_HUMAN,7.8,Kd,Tclin
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Mitogen-activated protein kinase 1,Kinase,P28482,MAPK1,MK01_HUMAN,6.96,IC50,Tchem
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Mitogen-activated protein kinase kinase kinase 7,Kinase,O43318,MAP3K7,M3K7_HUMAN,6.16,Kd,Tchem
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,"Muscle, skeletal receptor tyrosine-protein kinase",Kinase,O15146,MUSK,MUSK_HUMAN,6.89,Kd,Tchem
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,7.43,Kd,Tclin
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.41,IC50,Tclin
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Proto-oncogene tyrosine-protein kinase receptor Ret,Kinase,P07949,RET,RET_HUMAN,8.13,Kd,Tclin
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,RAF proto-oncogene serine/threonine-protein kinase,Kinase,P04049,RAF1,RAF1_HUMAN,8.22,Ki,Tclin
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Serine/threonine-protein kinase B-raf,Kinase,P15056,BRAF,BRAF_HUMAN,7.66,Ki,Tclin
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Serine/threonine-protein kinase TAO1,Kinase,Q7L7X3,TAOK1,TAOK1_HUMAN,6.27,Kd,Tbio
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Tyrosine-protein kinase ABL1,Kinase,P00519,ABL1,ABL1_HUMAN,6.89,Kd,Tclin
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Tyrosine-protein kinase receptor Tie-1,Kinase,P35590,TIE1,TIE1_HUMAN,7.17,Kd,Tchem
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Vascular endothelial growth factor receptor 1,Kinase,P17948,FLT1,VGFR1_HUMAN,7.51,Kd,Tclin
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Vascular endothelial growth factor receptor 2,Kinase,P35968,KDR,VGFR2_HUMAN,10.68,Ki,Tclin
sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,7.8,Kd,Tclin
spiperone,FC1=CC=C(C=C1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,6.02,IC50,Tclin
spirapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2,Angiotensin-converting enzyme,Enzyme,P12821,ACE,ACE_HUMAN,9.1,IC50,Tclin
spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)[C@H]12,Androgen receptor,Nuclear hormone receptor,P10275,AR,ANDR_HUMAN,7.4,Ki,Tclin
spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)[C@H]12,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,6.2272,IC50,Tclin
spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)[C@H]12,Progesterone receptor,Nuclear hormone receptor,P06401,PGR,PRGR_HUMAN,6.0286,EC50,Tclin
stallimycin,CN1C=C(NC(=O)C2=CC(NC(=O)C3=CC(NC=O)=CN3C)=CN2C)C=C1C(=O)NCCC(N)=N,GTPase HRas,Cytosolic other,P01112,HRAS,RASH_HUMAN,6.7,IC50,Tchem
stanozolol,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC5=C(C[C@]4(C)[C@H]3CC[C@]12C)C=NN5,Estrogen receptor,Nuclear hormone receptor,P03372,ESR1,ESR1_HUMAN,7.494850022,Ki,Tclin
sulconazole,ClC1=CC=C(CS[C@@H](CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,Cytochrome P450 3A4,Enzyme,P08684,CYP3A4,CP3A4_HUMAN,7.15490196,IC50,Tclin
sulconazole,ClC1=CC=C(CS[C@@H](CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,6.142064735,Ki,Tclin
sulconazole,ClC1=CC=C(CS[C@@H](CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,Thromboxane-A synthase,Enzyme,P24557,TBXAS1,THAS_HUMAN,6.73754891,IC50,Tchem
sulfafurazole,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,Endothelin-1 receptor,GPCR,P25101,EDNRA,EDNRA_HUMAN,6.11,IC50,Tclin
sulfaguanidine,NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1,Prothrombin,Enzyme,P00734,F2,THRB_HUMAN,7.02,Ki,Tclin
sulfanilamide,NC1=CC=C(C=C1)S(N)(=O)=O,Carbonic anhydrase 2,Enzyme,P00918,CA2,CAH2_HUMAN,6.62,Ki,Tclin
sulfisoxazole acetyl,CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1,Endothelin-1 receptor,GPCR,P25101,EDNRA,EDNRA_HUMAN,6.11,IC50,Tclin
sulindac,CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O,Glycine receptor subunit alpha-1,Ion channel,P23415,GLRA1,GLRA1_HUMAN,6.420000076,EC50,Tclin
suloctidil,CCCCCCCCNC(C)C(O)C1=CC=C(SC(C)C)C=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,6.008773924,Ki,Tclin
suloctidil,CCCCCCCCNC(C)C(O)C1=CC=C(SC(C)C)C=C1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,7.307153081,Ki,Tclin
sulpiride,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,Carbonic anhydrase 2,Enzyme,P00918,CA2,CAH2_HUMAN,7.3979,IC50,Tclin
sultiame,NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O,Carbonic anhydrase 2,Enzyme,P00918,CA2,CAH2_HUMAN,8.05,Ki,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Aurora kinase C,Kinase,Q9UQB9,AURKC,AURKC_HUMAN,6.66,Kd,Tchem
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,BDNF/NT-3 growth factors receptor,Kinase,Q16620,NTRK2,NTRK2_HUMAN,6.23,Kd,Tclin
sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Calcium/calmodulin-dependent protein kinase type II subunit gamma,Kinase,Q13555,CAMK2G,KCC2G_HUMAN,6.36,Kd,Tchem
