Gene Symbol,pHI
NDE1,0.16331
GNRHR,0.16167
CTD-2207O23.10,0.08652
C6orf226,0.16115
C21orf37,0.16317
MLKL,0.16317
MR1,0.16317
RP11-505K9.4,0.16315
C9orf9,0.13493
C11orf70,0.16306
AP5S1,0.163
NUDT7,0.16297
CHCHD5,0.06931
DRC1,0.07186
NPTX2,0.16291
CYP7A1,0.16289
RP11-618P17.4,0.10557
SLC14A1,0.16273
GPR45,0.16267
ZNF701,0.1626
HAL,0.12627
KRTAP3-2,0.08786
AGBL2,0.08467
FGF19,0.10702
ADAD1,0.13025
TMEM8C,0.09316
GIMAP5,0.16222
GBX1,0.13522
CDC45,0.152
C5orf63,0.16207
NT5C1A,0.09831
AC087477.1,0.16205
TMPRSS11B,0.16202
GSC,0.11835
FANCD2OS,0.10164
MPV17L2,0.06612
GSTO2,0.16177
ZSCAN1,0.06042
ZNF71,0.13548
HBQ1,0.03858
MYF5,0.16164
C21orf2,0.08503
ACPP,0.16157
HKR1,0.16152
PPP1R42,0.07939
LSMD1,0.11552
RIIAD1,0.02465
TEX9,0.16123
ERVFRD-1,0.10807
C21orf119,0.0757
SLC24A5,0.16111
GPX2,0.14416
GCA,0.16098
ZPLD1,0.16091
MPZL2,0.16088
USH1C,0.16082
ARMC3,0.14652
FABP6,0.16051
P2RX1,0.12859
CA6,0.16071
ZNF788,0.07281
RNF182,0.12679
RPRM,0.13137
S100A11,0.16059
CDRT4,0.16057
LCN10,0.09693
CRABP1,0.15747
PRR26,0.16047
IL19,0.04755
PRSS33,0.03048
CSTA,0.14788
SPESP1,0.16017
C21orf58,0.16015
LOXL4,0.15704
CTSV,0.16009
NPY5R,0.16009
CDH19,0.16001
GLP2R,0.15996
POMK,0.15995
CCDC115,0.0536
FBXO16,0.13998
GPBAR1,0.06295
ZNF132,0.11785
LMOD3,0.15982
CCDC179,0.15981
GTSCR1,0.1598
PMCH,0.0788
SPEM1,0.03609
OGG1,0.15748
OTOL1,0.15959
CTD-2006C1.10,0.09867
APCS,0.04859
C16orf59,0.0711
AK8,0.13107
RP11-234B24.6,0.15943
C10orf91,0.15942
OMD,0.13604
INSL3,0.04118
AQPEP,0.15936
C14orf105,0.15786
RBM11,0.08605
DEFA1,0.15922
LIPK,0.12257
GTF3A,0.15913
MPV17,0.12255
MTIF3,0.159
PAGR1,0.12865
AC145676.2,0.1588
CYP4F12,0.15876
CTD-2528L19.4,0.11803
CNGB3,0.15875
LY75-CD302,0.15871
LACTBL1,0.113
C4orf19,0.15867
FARP2,0.15866
DYNAP,0.15853
C5orf55,0.08866
LYPD1,0.15679
IGSF5,0.15846
CYP27B1,0.08609
CCR2,0.07773
AC104532.2,0.08941
DHRS12,0.15799
RBP3,0.15797
AMER3,0.07499
CAPS2,0.11286
FSHR,0.1577
RGS22,0.15768
HTR3B,0.15767
SFTPA2,0.09766
RPP38,0.15757
KLRD1,0.13556
GPR87,0.15726
RP11-20I23.1,0.05509
RP11-17M16.1,0.15724
MARVELD3,0.15719
NRIP3,0.09225
TAS2R42,0.15704
VWA2,0.15703
OBFC1,0.157
MGARP,0.15696
ANKRD22,0.10715
EVA1A,0.15683
LINC00935,0.04871
VAX2,0.08977
ONECUT3,0.07918
TMEM37,0.07676
RMDN2,0.15663
ARHGAP19-SLIT1,0.07565
FAM26E,0.15662
KCNJ14,0.13665
C12orf50,0.15657
DYRK4,0.1565
AC009060.1,0.12658
CASP8,0.15642
VN1R1,0.11954
RP11-3B7.1,0.05999
RP11-178L8.4,0.15635
TIFA,0.15634
PEBP4,0.15631
KLRC4,0.07834
ZNF782,0.15623
GPR6,0.11076
ARID3C,0.04416
HORMAD2,0.07361
MFSD9,0.15608
MRPS11,0.15608
IL17RB,0.15603
CHRNB3,0.15496
THEGL,0.08281
AKR1D1,0.15586
SERPINB13,0.15582
DHRS7C,0.05465
ACMSD,0.12953
MPG,0.13343
TRPV5,0.07452
CCDC42,0.05446
AC091150.1,0.15561
NXNL2,0.1556
KLRC4-KLRK1,0.15559
OLFML1,0.15555
CASP16,0.0557
PGC,0.13259
RP11-15E18.4,0.06769
TBCC,0.06778
ACSF3,0.14685
ANGPTL7,0.15532
OXTR,0.15519
LAMTOR5,0.15513
INMT,0.10954
LSM10,0.0788
KRT27,0.04674
UBXN10,0.10827
C9orf152,0.15491
ATG10,0.15491
OGFOD2,0.07511
ST7-OT4,0.08106
SAMD7,0.15475
GPR156,0.15461
AUNIP,0.12623
C4orf21,0.10865
ZNF700,0.15449
KLK5,0.14519
LINC00955,0.15438
TOMM20L,0.12454
CASC10,0.15427
SEC14L5,0.13214
RP11-122A3.2,0.14949
KTI12,0.0741
ANKRD55,0.15413
ZNF721,0.15408
MISP,0.15387
ZSCAN9,0.10705
TMEM97,0.13995
SMTNL1,0.11895
PMFBP1,0.15377
NLRP11,0.05578
TPRKB,0.10189
WWOX,0.15365
CAPN9,0.15349
SYCP2L,0.15003
CEACAM5,0.1454
FAM216B,0.15336
GADL1,0.15329
PCDHA6,0.07063
ZNF724P,0.15319
FAM170A,0.15317
MPP4,0.15314
MMACHC,0.06914
FGF23,0.15307
C11orf42,0.11831
CPN1,0.093
TIGD7,0.05333
CTA-299D3.8,0.15279
MDH1B,0.12819
FAM186B,0.13854
SPINK2,0.06767
GTSE1,0.15261
FAM217A,0.15261
CXCR6,0.07793
SFRP5,0.15246
MYZAP,0.15244
ZMYM5,0.1524
AC078925.1,0.15239
PUSL1,0.01338
PCP2,0.05009
FBXO43,0.13507
AC013449.1,0.14286
CATSPERD,0.11137
SIRPB2,0.15202
PCDHGA9,0.15199
TSPAN8,0.1519
ZNF253,0.15184
BTNL8,0.15184
HAS1,0.07209
HIST1H2AH,0.04467
RABIF,0.10837
RP11-162P23.2,0.09646
CPSF4L,0.1517
IFI44,0.15165
CEACAM16,0.04754
HHLA1,0.15164
TOR3A,0.0975
SUN5,0.0652
SELENBP1,0.06786
ZNF491,0.0662
SPAG6,0.15131
TMEM30B,0.15125
ZNF616,0.12078
SLC5A8,0.15123
RP11-204N11.1,0.15122
ADAM7,0.1512
AC102948.2,0.15119
GAPT,0.15119
ATPIF1,0.07312
UQCR11,0.12078
ABCA4,0.06159
LY6D,0.15095
SMCO4,0.11776
MRPL30,0.0861
DMP1,0.15076
TSPAN32,0.06868
MESP2,0.08435
OTUB2,0.05803
ZNHIT3,0.15058
GTPBP8,0.15055
SPATA22,0.15055
CCL14,0.10175
GPR160,0.15036
HIST1H2AG,0.05232
NIPSNAP3B,0.15032
DCAF4L2,0.15029
PP13439,0.15027
TCP11,0.05474
NPHS2,0.08344
GABRA6,0.15018
TMEM130,0.09255
AC174470.1,0.12108
NTS,0.15001
CLCA1,0.14402
GPR113,0.14751
B3GNTL1,0.12166
LINC00692,0.1497
FGF3,0.09215
ADIPOQ,0.14966
RP4-758J18.2,0.04692
LRRIQ3,0.14953
DLX4,0.08022
PHOSPHO2,0.10901
BTN3A2,0.13859
PCDHA7,0.08044
NWD1,0.09386
C8orf37,0.14908
SCO2,0.08948
DAPL1,0.14905
ERVV-1,0.14904
ZNF233,0.07166
LYRM1,0.14901
IRGC,0.04972
ZSCAN5A,0.14896
ZNF223,0.11655
IZUMO3,0.14882
ZDHHC19,0.07913
EBI3,0.1419
TRIM60,0.14868
DCD,0.1389
AC007557.1,0.14868
CD3G,0.10079
GSG2,0.13637
MYOC,0.14862
BTBD8,0.14857
C10orf126,0.14856
OR2AJ1,0.08006
GNGT1,0.14838
AC018816.3,0.14835
POM121L2,0.14834
F13B,0.09962
ZNF880,0.09444
TCF23,0.05256
MYBPH,0.08422
FBXW12,0.05105
MAP6D1,0.14795
ZC3HAV1L,0.14785
PLAC1L,0.05345
SULT2A1,0.14127
ERCC6-PGBD3,0.12825
TRIM6,0.14747
HEBP2,0.14742
ENKUR,0.14741
C2orf53,0.08383
OAS3,0.10738
CWH43,0.14733
NUBP1,0.1473
HOXA7,0.09762
FHAD1,0.07587
ACTRT3,0.09649
HIST1H2AM,0.06471
GDF2,0.04065
PTPLAD2,0.14693
REM1,0.06738
SPNS3,0.05272
MCHR2,0.1468
SMIM17,0.10679
LL22NC03-75H12.2,0.14679
SMDT1,0.14669
DPP7,0.07252
C16orf98,0.06009
KIF19,0.07625
AL133373.1,0.09027
CCDC11,0.05916
HEPHL1,0.14638
CDCP2,0.0372
THAP2,0.05704
ZNF681,0.14627
AL031663.2,0.0466
CDT1,0.08481
GCNT7,0.14624
BRICD5,0.05804
KRT76,0.02852
MAB21L3,0.13458
PGA5,0.06846
TRIML2,0.14594
FNDC8,0.06794
TRIM59,0.14583
FBXL22,0.06551
TOMM6,0.0769
OCA2,0.14576
AL590708.2,0.06991
VHLL,0.0573
BLK,0.14566
TMEM78,0.14565
GGT6,0.11747
RNF224,0.07036
SLFNL1,0.08477
TMEM176B,0.0768
AP000275.65,0.10805
P2RY6,0.08142
DUSP28,0.14542
ZNF878,0.05544
CCDC96,0.14537
KHDC1,0.06192
HOXA4,0.14522
ZNF677,0.09377
SPG20OS,0.14515
FMO5,0.14512
A4GALT,0.14511
ENTPD3,0.14509
RP11-211G3.3,0.14501
NEU4,0.05373
C15orf60,0.1033
FKSG62,0.14488
SMLR1,0.14483
STOX1,0.1403
FAM124B,0.14476
SNRNP35,0.09656
LCE3A,0.04622
C15orf38-AP3S2,0.14463
C10orf128,0.14458
C9orf50,0.08445
SIGLEC5,0.06981
UQCRQ,0.09736
ZNF500,0.1443
PCDP1,0.11798
KLHL38,0.14407
C19orf71,0.10451
RP11-343C2.9,0.07081
ANXA2R,0.14397
C1orf115,0.14396
SMCO3,0.06556
COX6A1,0.14391
SSUH2,0.1439
CDH17,0.14389
ABCB5,0.14381
NPFFR2,0.14379
FAM218A,0.03971
RP11-758M4.1,0.14366
CHODL,0.1436
IL18R1,0.13396
METTL22,0.14357
SLC22A8,0.04937
ZNF334,0.14351
TEKT1,0.07053
SHD,0.09771
MUC8,0.08202
CTC-260F20.3,0.09722
CDKN2B,0.14335
ANKUB1,0.13832
SMIM7,0.12045
RP11-145E5.5,0.14322
GBP3,0.14313
CABYR,0.09941
KLF11,0.1431
CIDEA,0.14307
ZNF7,0.14305
CREB3L3,0.09278
PLB1,0.14297
PGK2,0.1429
TMEM243,0.14289
MNS1,0.14286
TMIGD2,0.09637
SMKR1,0.08314
TNFAIP6,0.14278
H1FNT,0.03662
ACADL,0.14261
FSCB,0.14261
TRIM52,0.14259
ZNF586,0.09341
ZNF625-ZNF20,0.05006
OR1L4,0.1425
OR51J1,0.14246
BIK,0.11773
NANOGNB,0.14226
JSRP1,0.03861
C4orf50,0.14221
CNTF,0.10054
VCPKMT,0.14218
RP11-507M3.1,0.10948
SPRR2B,0.1114
PROK1,0.06995
GJA9,0.08535
LRRC3,0.06404
EVI2A,0.13931
ASB15,0.14171
FOXS1,0.08748
ZNF114,0.08424
CCDC169,0.14147
KRTAP1-5,0.01572
SULT1C4,0.13539
LRRC69,0.14141
RGL4,0.07557
TMEM95,0.04397
ZNF226,0.09861
C22orf34,0.06621
TRPM8,0.12251
CCL24,0.0513
OIP5,0.14124
RNASE7,0.05799
TMEM218,0.10977
GPR152,0.02948
SLC22A11,0.06411
CHRNA1,0.14087
LYPD6,0.14078
C2orf91,0.14077
TCTE1,0.05622
C15orf38,0.07739
PRM3,0.14071
TMEM235,0.10654
ZNF511,0.1322
SLC38A11,0.14051
IQCC,0.03717
MRPL20,0.1028
CCDC173,0.05512
AL353354.2,0.09849
ACYP2,0.14036
AL590483.1,0.14036
FLJ00388,0.05124
SCN4B,0.11896
ZNF613,0.1403
CYP1B1,0.14012
MYOZ3,0.09716
ADGB,0.13995
PNLIPRP1,0.13994
AC011997.1,0.12117
RP11-343C2.7,0.08989
MRPL23,0.13041
CCDC81,0.13984
AIM2,0.07704
C21orf88,0.07624
KRT72,0.028
SLC1A7,0.07062
MED18,0.11365
LILRB5,0.07637
DBNDD1,0.12794
C22orf24,0.07115
USHBP1,0.13925
LYG1,0.13925
PRDM14,0.13918
ABCC11,0.13904
VNN1,0.13903
FP15737,0.08653
SAMD15,0.10691
RAB17,0.13895
CD8A,0.0703
SGCZ,0.13895
STEAP2,0.13877
DLGAP5,0.13873
ARIH2OS,0.10903
CERS4,0.13865
CYP2C18,0.13865
ALDH1B1,0.1385
COX4I2,0.10623
ULK4,0.13845
PIFO,0.09596
IL25,0.03009
AL358113.1,0.13841
TRIM34,0.1384
EFCAB2,0.1384
ZNF354C,0.11597
MS4A1,0.05638
ZNF107,0.13833
TMEM75,0.13828
SFTPA1,0.07267
TACR3,0.13817
FOXD3,0.13322
SLX4,0.12136
C3orf49,0.13789
TIGD1,0.13787
TAS2R14,0.12078
OR10J5,0.05707
MESP1,0.04528
RP11-47I22.4,0.11287
PYDC1,0.0502
SLC6A13,0.13756
CTB-50L17.14,0.06244
MRPL36,0.13746
TDGF1,0.07808
ZNF506,0.11419
LDLRAD1,0.03042
GYPC,0.1374
KRTAP5-1,0.09271
MYOM3,0.08441
EQTN,0.13729
HK3,0.0722
ZNF165,0.10758
MRPL40,0.13718
CENPK,0.13714
FAM83A,0.13704
C8orf87,0.13704
ZNF671,0.08848
FAM183A,0.07224
HIST3H2BB,0.05441
TP53RK,0.13668
TMIE,0.05801
C1orf168,0.13664
CD93,0.13641
TMEM71,0.1365
SPTSSB,0.08879
DKFZP779J2370,0.13635
PTTG2,0.13631
ACTL7A,0.13629
TFF3,0.13623
STX11,0.1361
SLFN5,0.13604
LMF1,0.10813
HRASLS5,0.03558
CDK20,0.13598
C8G,0.03932
USH2A,0.13596
C17orf67,0.13596
TMEM14E,0.13594
PRSS21,0.0283
KRTAP20-4,0.06646
ADAT1,0.13578
SPRR2E,0.07446
C10orf105,0.05709
GIMAP8,0.13012
AC079602.1,0.1356
C12orf61,0.13559
ACPT,0.02501
CES3,0.06634
FAM163A,0.06359
ERVV-2,0.0807
TDRD6,0.13552
SLC17A4,0.04223
AC009403.2,0.13529
TMEM14B,0.13527
AL078585.1,0.13526
C19orf40,0.13526
ACSBG2,0.05642
C10orf113,0.13501
CDC20B,0.04386
AC024257.1,0.10315
RP11-93B14.6,0.04127
AL121901.1,0.0532
TMEM150B,0.07364
ZNF347,0.07888
AC005008.2,0.1347
FLJ00273,0.04364
ZIK1,0.07677
NOX5,0.08813
CXCL5,0.04397
FAM111A,0.1102
BTN1A1,0.06741
ZNF554,0.13438
ZFAND2A,0.13432
IYD,0.09659
SPATA6L,0.13421
GATC,0.1342
RP11-219B4.6,0.0347
PEX11A,0.13403
WDR88,0.11062
AC026310.1,0.04657
TMEM255B,0.13396
MS4A5,0.0466
GRAMD1C,0.12834
NUDT19,0.13372
HIST1H1B,0.05987
RGS4,0.13361
THYN1,0.1336
KIAA1257,0.05412
SEL1L2,0.13355
AC110771.1,0.13353
AC136297.1,0.06612
C15orf26,0.13338
GDF9,0.05157
AC005609.1,0.03646
CHCHD6,0.13306
TCHHL1,0.05982
C8A,0.13302
PIGW,0.11758
AC040977.1,0.05424
AC015987.2,0.13279
CCDC178,0.13271
TMEM70,0.13269
SLIRP,0.13267
RP11-527L4.2,0.04762
NIT2,0.13264
CDHR5,0.10474
SLC14A2,0.13258
ZNF660,0.09096
AC011366.3,0.13243
C10orf40,0.13238
OR1E1,0.13221
RRH,0.09967
C9orf38,0.13205
CRYGN,0.01763
CALML4,0.10786
ACOT12,0.08584
AMH,0.07107
MMP28,0.12073
TSPEAR,0.09178
KIAA1024L,0.13188
C3orf36,0.05233
SH2D7,0.09283
ZNF502,0.06167
C6orf141,0.12914
UTF1,0.09561
ELF5,0.13175
CTXN3,0.13161
ICAM4,0.03396
CACNG6,0.03979
ZNF530,0.05877
ADAM32,0.13142
AZGP1,0.13139
EXD1,0.04802
ZFP2,0.07911
TMEM156,0.13132
IL31RA,0.12855
ERMN,0.08603
DNAH14,0.13109
ZNF684,0.11872
PCDHA3,0.06073
LCE4A,0.04499
SEPW1,0.13089
ERICH2,0.13083
HIST1H2AL,0.04297
NMRK2,0.09331
SLC46A2,0.13075
RPL10L,0.13074
ZIM2,0.08899
EFCAB1,0.07095
VWA3A,0.08736
COX19,0.13061
TTLL10,0.0745
TECTB,0.13054
REP15,0.13052
BTLA,0.12269
ATG12,0.13034
AC079354.2,0.12361
ABRA,0.13032
TRIM21,0.13025
LPO,0.09168
ANKRD53,0.07458
FAM71A,0.13007
LCTL,0.0971
APOH,0.13004
TAS2R5,0.11125
DAND5,0.05247
SPATC1,0.04899
CHST13,0.06368
PM20D1,0.08727
TOP1MT,0.08582
TMEM89,0.08004
TAS2R1,0.12946
AL807752.1,0.12941
SLCO1B3,0.1294
AGR3,0.12931
DNLZ,0.05007
AC006967.1,0.12921
ADIRF,0.04875
HOXD11,0.07947
FAM69C,0.12906
CHP2,0.12899
KIAA1456,0.12898
CCDC158,0.08417
TRAT1,0.1289
FAM180A,0.12883
OR7C1,0.07545
ISM2,0.07667
ASB18,0.12876
AC022532.1,0.10223
DPEP3,0.03707
C5orf58,0.12855
FER1L6,0.12853
DAO,0.03144
ADRA1D,0.12846
ADTRP,0.12842
SPACA7,0.12842
HSD17B3,0.1284
KLK4,0.05341
HCAR1,0.04707
MKRN3,0.12834
CLEC5A,0.12831
CD3D,0.0609
SLC22A1,0.12808
C12orf39,0.09804
SCGB2A1,0.12797
SLC9A4,0.12796
ATP6V1E2,0.12794
KIF2B,0.12785
FBXO40,0.09809
PTX4,0.04436
SLCO4C1,0.12769
OR2L5,0.12767
ODF4,0.05222
IFLTD1,0.12763
SLC29A3,0.12762
VPREB3,0.07344
RP11-497E19.2,0.12752
BEST3,0.12749
HTR5A,0.0589
C8B,0.12742
PDILT,0.05448
TMC1,0.12741
DKFZP434E1119,0.0517
APOC3,0.11428
KCNJ1,0.12736
FAM3B,0.12734
AGBL1,0.12732
TNFSF9,0.11996
IL36A,0.08732
SLC25A47,0.10604
CDPF1,0.12709
AL009178.1,0.05459
LRRC3DN,0.11552
ZNF774,0.1268
BTG4,0.05335
PLIN5,0.11594
SLC39A2,0.05131
NDUFV3,0.12672
HRASLS2,0.03939
C10orf129,0.12668
C5orf38,0.12666
HSD17B2,0.12666
CD300LG,0.07488
MARCO,0.08546
SBK2,0.05164
ZNF662,0.12643
CLHC1,0.12331
DUSP13,0.06027
COL10A1,0.12637
LRRC55,0.08047
PMM2,0.12624
C3orf55,0.12623
C1orf162,0.05652
SLC12A3,0.07787
CAV3,0.12608
RP11-763F8.1,0.12607
ALS2CR12,0.12603
ZNF256,0.06665
SPINK4,0.12593
SPATA18,0.12592
AL079342.1,0.04453
MROH9,0.12577
AADACL2,0.12576
SMIM6,0.09031
MYOM2,0.0641
IL4,0.05482
AC091801.1,0.12548
C3orf52,0.12541
ADH4,0.07037
RP11-144F15.1,0.06022
DKFZP667F0711,0.10587
TMEM154,0.125
TRIM61,0.0794
R3HDML,0.12485
FBXO27,0.05624
SPACA1,0.06764
LENEP,0.03052
TAF1C,0.12054
PSCA,0.12472
NINJ2,0.12463
DCSTAMP,0.12459
C6orf164,0.06034
AL354898.1,0.12447
GCOM1,0.12446
PHLDA2,0.12446
ZNF16,0.12438
ZC2HC1B,0.12437
SH3TC2,0.12433
ZNF446,0.06262
LCE1F,0.04427
SLC25A21,0.12416
AC006486.1,0.04243
KDELR3,0.1194
KRTAP3-3,0.03714
AC025278.1,0.09802
C12orf40,0.12403
NMRAL1,0.08937
LST3,0.12399
FBP2,0.12398
AC107021.1,0.12389
KLRB1,0.08603
RDH13,0.06355
TMEM92,0.0967
C3orf35,0.12374
KLHDC4,0.1236
KLK3,0.05024
ATP4B,0.07362
BIRC7,0.06584
CLEC4M,0.07199
LRRC3C,0.04844
ARL14EPL,0.1234
L1TD1,0.12335
OASL,0.07055
MS4A8,0.0595
NDUFB1,0.12316
CCDC33,0.04395
ZNF154,0.10415
HIST1H4I,0.05274
C4BPB,0.05002
GPA33,0.07268
ZNF730,0.12288
HTRA4,0.12283
ASB17,0.12278
KLRK1,0.12112
CNBD2,0.0761
DRGX,0.0814
ZG16B,0.12265
CYP26A1,0.06505
BPIFC,0.10241
HIGD1C,0.08055
FSCN2,0.05047
AP000295.9,0.09151
SULT1E1,0.10346
LOH12CR2,0.1223
PCDHA11,0.05409
CASP12,0.12225
C2CD4B,0.12215
NRSN1,0.12215
MANSC4,0.12211
LSMEM2,0.07051
GINS1,0.12201
ADH6,0.06801
PIGP,0.12184
IGSF23,0.07441
GSX1,0.12177
ADM2,0.07594
ZNF432,0.12164
ENTPD2,0.09218
TRAPPC2L,0.05079
RP11-279O9.4,0.0877
C11orf72,0.05242
TTC6,0.12147
WFS1,0.12146
PHYHD1,0.12139
TAL2,0.12134
WDR72,0.12134
AP000350.10,0.05547
MT1E,0.12132
PRKAG3,0.04019
CRYBA4,0.05885
TAS2R10,0.12119
ZNF615,0.12118
FAM181B,0.12105
MFSD2B,0.12094
SHISA3,0.12085
GAL,0.10125
STPG2,0.12076
FFAR4,0.12074
GJA5,0.11954
PI3,0.12073
KRT39,0.03753
SAA4,0.0622
C11orf31,0.07684
C2orf40,0.10512
C19orf82,0.07735
RASSF9,0.12051
LRRC56,0.11797
AL355390.1,0.12039
HOXB13,0.04368
LYRM5,0.1203
SCGB1D4,0.0542
FSCN3,0.04834
NLRP10,0.1202
MYEOV,0.05899
CCL22,0.05049
TMEM139,0.037
AL441883.1,0.11523
GBP7,0.08798
CYP27C1,0.11998
ATP12A,0.09823
DPPA4,0.11998
GBP5,0.11541
ZNF891,0.09369
OTOP3,0.06339
ZNF221,0.0592
PCDHA10,0.06862
STH,0.07295
CABP4,0.04799
TINAG,0.11953
BCMO1,0.1195
CTD-2207O23.12,0.07246
TSGA10,0.11941
TMPRSS15,0.11934
APOL4,0.11928
GEMIN6,0.1192
RP11-77K12.7,0.10628
UBE2F-SCLY,0.11919
IFI44L,0.11913
CCL26,0.07859
TREM2,0.04801
PLEKHS1,0.11907
AURKAIP1,0.05464
P2RY14,0.11073
FAM71F2,0.11899
NAT1,0.11896
GALR2,0.0466
TTLL8,0.11884
KCNJ16,0.11883
MUC16,0.11881
LRRC26,0.05446
TMPRSS3,0.06376
AC112693.2,0.11872
INMT-FAM188B,0.11872
AL162407.1,0.11869
AC012313.1,0.0612
KIF25,0.06026
CALR3,0.03069
ZNF528,0.11856
RP13-672B3.2,0.0814
GABRR1,0.1184
ZNF780A,0.1184
MROH2B,0.11835
HTR6,0.06354
MLANA,0.11821
SFTPD,0.11808
ZNF396,0.10714
VWA5B1,0.11793
SERPINA3,0.11792
ARHGEF39,0.03882
SERPINA1,0.11787
KB-1507C5.2,0.11787
PGAM2,0.03664
C1orf145,0.07353
MRGPRX2,0.11776
CES5A,0.05147
STX19,0.11774
ANKRD34B,0.04442
ZNF836,0.09364
BDKRB1,0.11763
POU4F2,0.1176
C1orf186,0.05362
GSG1,0.07923
KRT79,0.02642
FCAMR,0.03694
ASCL3,0.11748
C20orf62,0.11747
ADH1A,0.08086
C3orf84,0.0389
CCRL2,0.11735
RP11-366L20.2,0.11722
AL109927.1,0.11717
NOD2,0.11716
LCMT2,0.10971
LCE1C,0.05468
GPR1,0.11689
C17orf78,0.06336
DNAJC22,0.04262
AC023632.1,0.10606
RP11-680G10.1,0.11673
TTLL6,0.05557
OSGIN1,0.11649
CHD1L,0.11648
C4orf40,0.11646
LYPD6B,0.11005
RP11-451M19.3,0.10328
YBEY,0.11628
CSN1S1,0.11627
MRPL34,0.03883
RP11-6L6.2,0.11615
GRM6,0.0986
KRBOX1,0.1161
B3GALT5,0.11607
RP11-215A19.2,0.11607
MUC7,0.11605
TMEM225,0.05635
FAM132B,0.07594
C2orf62,0.04688
GNLY,0.0445
SNAI3,0.11107
PRR21,0.11562
HSD3B1,0.11556
MTHFSD,0.1155
MC2R,0.11547
C4orf36,0.07622
TMPRSS4,0.09698
C22orf31,0.11056
BPIFB1,0.11534
GP5,0.05671
TMEM233,0.1152
PRKACG,0.06776
CGREF1,0.06748
HPGDS,0.11511
EGR4,0.03548
CBR3,0.11506
RP11-477N12.3,0.07689
AC138655.1,0.10712
LTF,0.11492
MC3R,0.11485
HIST1H2AK,0.11477
OXA1L,0.1147
TLX2,0.04955
HELT,0.11463
PLCXD2,0.09681
ATP6V1G3,0.08705
ZNF470,0.11459
TDRD12,0.11458
GNPTG,0.11458
AL035252.1,0.11114
RBMXL2,0.09771
P2RX2,0.11443
IL33,0.11441
AC002451.1,0.11436
ZNF665,0.07908
MMP3,0.11428
MEPE,0.11428
KLK15,0.03749
MRPS34,0.06332
LDLRAD2,0.08907
CLRN3,0.11419
PTH2,0.02549
PLA2G1B,0.1141
CCDC147,0.11402
GIMAP6,0.11387
AMBP,0.0746
FERD3L,0.11382
RP11-96O20.4,0.07628
PCDHA12,0.04103
AC023590.1,0.11363
NPFFR1,0.03604
IL36G,0.04411
AP005482.1,0.08204
CPA3,0.11351
PDCL3,0.11347
MAFA,0.05122
SLC36A2,0.04916
SIGLEC6,0.0447
TMED6,0.08065
IFI27,0.11319
SIGLEC1,0.11313
CD164L2,0.04516
RIBC2,0.08284
TMEM30C,0.11301
SMCO1,0.11296
TUBA3C,0.08531
ABCG2,0.0859
AC007401.2,0.11294
IL17B,0.06436
DUSP27,0.11281
GPR135,0.10427
CTSG,0.05175
FRMPD2,0.1127
TM4SF19,0.10427
NKX6-2,0.09476
SCN10A,0.11266
C9orf116,0.09455
GCSAML,0.11256
TLR5,0.11253
LYZL4,0.11252
PGLYRP3,0.04774
C21orf62,0.08535
ANKRD37,0.11234
KCNMB3,0.11234
ZNF555,0.11234
CXCL2,0.07773
KLHL35,0.07343
ODF3L2,0.10348
MIIP,0.08351
HOXD8,0.11216
INS,0.07381
PMF1-BGLAP,0.04284
DCDC2C,0.11197
SLC30A8,0.11194
HHLA2,0.11192
PSAPL1,0.11188
RP11-9B6.1,0.11178
AC008394.1,0.11177
LIPC,0.07567
C2orf15,0.11174
OR2L3,0.11168
PDCL2,0.04579
PIP,0.11166
RP11-89N17.1,0.1115
CRYGD,0.04195
RP11-834C11.12,0.04867
UBE2T,0.11137
PGBD2,0.11132
PCDHGA8,0.10536
QRFPR,0.07698
C1orf105,0.11125
AC093677.1,0.08135
C2orf48,0.11116
MOS,0.1111
SVOPL,0.08011
TEX101,0.07747
FLYWCH1,0.1058
SERPINI2,0.11087
IL1RL1,0.11084
KRTAP9-2,0.05691
NGB,0.08457
GRAMD2,0.10642
DCHS2,0.11056
PF4,0.0156
AC010536.1,0.11043
SOWAHB,0.09323
IL24,0.0779
RP11-986E7.7,0.0942
TMCO2,0.07109
P2RY13,0.05486
CDK15,0.11028
LRRC43,0.04436
C16orf46,0.11024
OR10A3,0.11017
DMRTA1,0.11016
TRIM6-TRIM34,0.11016
FAM26F,0.03961
KRT73,0.02267
KCNK15,0.06429
DOK7,0.10987
C19orf45,0.04579
FAM159B,0.04945
KRT24,0.0637
UGT3A2,0.10973
C8orf31,0.05352
AICDA,0.0796
APOBEC4,0.05249
PTF1A,0.10951
NPPB,0.1095
RP1,0.10942
C14orf180,0.10942
MOCS2,0.10779
GTF2A1L,0.10939
TAS2R8,0.10938
CSN3,0.10933
CYBA,0.1093
ANKS4B,0.07618
C14orf183,0.07033
TM4SF18,0.10313
CLDN20,0.10914
RLBP1,0.0581
TMPRSS9,0.09647
SPATA32,0.07735
NCF4,0.10897
TEKT2,0.04169
C4orf46,0.10889
C1orf141,0.09187
POU5F1B,0.10882
ZNF442,0.06561
MC1R,0.04029
CCDC150,0.10881
NAT16,0.03925
CCL20,0.10876
RNASE8,0.04975
NPY2R,0.09555
AP000349.1,0.06137
AL021546.6,0.09398
KRTAP9-8,0.06101
TRPM5,0.08903
ZNF514,0.05361
FGF5,0.10858
ZNF763,0.09101
